B 1000
I 96 128
I 55 103
I 7 102
I 97 190
I 138 183
I 23 42
I 81 70
I 174 150
I 60 37
I 132 104
I 2 59
I 180 170
I 126 84
I 114 191
I 87 141
I 196 53
I 165 0
I 166 130
I 81 157
I 66 85
I 95 104
I 89 151
I 104 164
I 74 30
I 177 25
I 52 88
I 161 175
I 31 149
I 17 22
I 95 79
I 2 102
I 84 190
I 52 10
I 178 149
I 118 39
I 111 78
I 58 138
I 72 9
I 176 85
I 195 29
I 53 133
I 47 76
I 10 86
I 143 146
I 191 121
I 56 131
I 96 160
I 112 50
I 90 153
I 15 52
I 132 193
I 5 114
I 119 94
I 187 172
I 7 90
I 45 121
I 179 122
I 57 55
I 71 6
I 108 193
I 180 121
I 132 139
I 161 119
I 12 58
I 93 58
I 173 56
I 101 63
I 141 178
I 167 51
I 26 67
I 132 137
I 61 115
I 71 177
I 61 34
I 126 83
I 52 70
I 108 123
I 86 21
I 119 154
I 113 186
I 5 112
I 180 148
I 182 113
I 144 6
I 19 60
I 165 99
I 154 12
I 193 102
I 19 173
I 86 24
I 47 82
I 4 177
I 174 166
I 136 120
I 64 19
I 134 45
I 53 6
I 36 63
I 10 182
I 106 68
I 62 20
I 181 162
I 105 171
I 184 179
I 177 153
I 102 46
I 71 83
I 12 64
I 102 40
I 169 105
I 24 15
I 121 199
I 95 184
I 145 170
I 18 198
I 154 148
I 65 182
I 98 60
I 136 42
I 144 126
I 29 151
I 118 130
I 165 185
I 175 81
I 165 132
I 41 185
I 129 173
I 69 131
I 100 194
I 82 94
I 188 116
I 43 3
I 138 17
I 80 120
I 29 136
I 147 30
I 160 3
I 14 103
I 6 8
I 46 111
I 17 169
I 27 68
I 150 22
I 155 107
I 195 146
I 63 148
I 41 197
I 16 52
I 120 37
I 155 122
I 86 55
I 22 198
I 22 3
I 84 71
I 101 199
I 88 9
I 97 49
I 4 14
I 130 128
I 71 50
I 37 44
I 181 0
I 109 153
I 29 95
I 198 179
I 193 74
I 113 112
I 52 192
I 78 149
I 99 10
I 134 167
I 29 86
I 184 74
I 32 124
I 9 83
I 173 111
I 39 24
I 160 159
I 92 124
I 162 106
I 77 22
I 32 145
I 96 83
I 67 144
I 197 176
I 90 19
I 103 26
I 185 197
I 171 69
I 9 148
I 138 93
I 179 116
I 113 85
I 95 22
I 144 35
I 150 174
I 17 96
I 157 131
I 161 169
I 152 118
I 179 7
I 191 35
I 101 46
I 14 165
I 108 145
I 83 164
I 105 199
I 31 18
I 136 152
I 119 128
I 37 48
I 85 155
I 160 163
I 44 118
I 199 185
I 67 109
I 192 89
I 102 16
I 48 15
I 92 52
I 31 43
I 79 7
I 59 170
I 90 53
I 64 161
I 78 51
I 162 197
I 45 177
I 105 175
I 13 97
I 28 80
I 160 177
I 15 91
I 175 182
I 61 72
I 86 12
I 42 87
I 58 50
I 113 100
I 173 11
I 192 89
I 91 168
I 26 81
I 5 111
I 29 16
I 101 186
I 110 9
I 27 134
I 83 68
I 199 158
I 113 150
I 44 119
I 195 52
I 147 125
I 45 2
I 68 49
I 97 104
I 150 173
I 43 133
I 20 174
I 99 21
I 53 140
I 134 30
I 104 110
I 42 82
I 24 22
I 154 155
I 13 96
I 199 172
I 27 106
I 193 156
I 98 103
I 104 175
I 185 166
I 18 139
I 141 73
I 6 60
I 177 86
I 194 106
I 159 37
I 174 136
I 160 121
I 133 143
I 60 193
I 28 29
I 79 66
I 5 69
I 7 160
I 165 183
I 134 2
I 59 93
I 10 144
I 186 39
I 165 191
I 110 147
I 6 35
I 196 124
I 41 128
I 160 59
I 191 91
I 129 133
I 103 196
I 197 185
I 152 85
I 5 179
I 186 142
I 174 14
I 17 169
I 79 171
I 53 159
I 40 57
I 163 198
I 74 24
I 186 55
I 87 81
I 39 159
I 33 148
I 15 194
I 131 178
I 169 125
I 169 19
I 128 165
I 197 131
I 9 148
I 106 91
I 77 36
I 193 77
I 90 161
I 146 44
I 40 93
I 116 3
I 71 37
I 61 47
I 0 33
I 86 151
I 42 181
I 148 184
I 116 191
I 71 81
I 151 5
I 138 169
I 28 143
I 176 72
I 192 103
I 190 124
I 186 168
I 14 54
I 20 136
I 59 57
I 50 128
I 123 45
I 34 51
I 28 64
I 117 0
I 152 112
I 171 157
I 101 133
I 82 66
I 12 78
I 83 46
I 41 110
I 12 51
I 107 71
I 162 104
I 134 45
I 114 1
I 109 99
I 164 124
I 31 168
I 141 26
I 109 115
I 65 177
I 82 197
I 0 163
I 91 100
I 23 55
I 166 110
I 95 79
I 85 171
I 5 167
I 7 110
I 105 50
I 187 8
I 79 128
I 39 187
I 87 38
I 64 22
I 15 103
I 188 25
I 0 95
I 7 149
I 99 47
I 23 36
I 44 145
I 57 186
I 170 186
I 169 100
I 38 70
I 68 85
I 178 53
I 95 158
I 152 13
I 172 100
I 98 5
I 64 127
I 121 57
I 25 168
I 25 179
I 172 49
I 131 68
I 63 181
I 79 10
I 11 20
I 97 1
I 128 152
I 54 110
I 80 20
I 72 7
I 24 58
I 72 175
I 187 91
I 147 122
I 197 162
I 85 192
I 75 67
I 169 48
I 59 87
I 9 86
I 144 113
I 9 38
I 152 51
I 73 63
I 183 107
I 127 0
I 192 196
I 181 143
I 28 110
I 31 23
I 127 148
I 95 169
I 140 62
I 149 47
I 59 170
I 181 148
I 96 2
I 181 97
I 96 173
I 122 185
I 10 121
I 187 48
I 7 29
I 183 132
I 115 179
I 137 102
I 29 46
I 88 65
I 161 195
I 5 143
I 89 7
I 141 135
I 106 77
I 180 124
I 168 150
I 197 118
I 126 144
I 111 191
I 102 41
I 137 34
I 161 82
I 165 24
I 5 21
I 21 8
I 144 93
I 125 186
I 22 26
I 111 172
I 115 7
I 20 81
I 32 124
I 99 17
I 42 21
I 60 131
I 148 30
I 134 70
I 0 164
I 112 18
I 54 78
I 137 100
I 82 167
I 72 111
I 133 166
I 186 73
I 73 81
I 63 113
I 116 38
I 179 28
I 186 188
I 133 74
I 129 70
I 196 108
I 30 179
I 142 138
I 136 114
I 6 142
I 191 34
I 120 186
I 76 30
I 184 12
I 115 126
I 89 108
I 127 115
I 100 23
I 64 45
I 159 135
I 11 34
I 69 119
I 174 21
I 186 131
I 9 123
I 26 199
I 155 16
I 117 125
I 151 189
I 191 33
I 17 65
I 11 58
I 191 11
I 134 178
I 59 31
I 48 30
I 159 84
I 199 37
I 151 54
I 114 55
I 22 77
I 144 186
I 25 191
I 199 15
I 29 18
I 43 13
I 19 98
I 111 29
I 59 32
I 28 195
I 177 199
I 18 175
I 39 51
I 29 78
I 138 167
I 72 132
I 159 88
I 10 94
I 176 9
I 41 45
I 24 118
I 171 175
I 189 176
I 119 107
I 5 108
I 145 186
I 43 54
I 142 114
I 21 66
I 25 96
I 118 5
I 2 123
I 98 15
I 51 70
I 26 116
I 82 14
I 35 156
I 49 71
I 185 78
I 73 124
I 145 137
I 56 24
I 76 152
I 83 197
I 2 80
I 185 28
I 141 186
I 82 105
I 78 1
I 142 145
I 166 144
I 90 21
I 43 135
I 137 31
I 54 42
I 105 73
I 117 101
I 113 174
I 179 58
I 17 11
I 33 130
I 139 13
I 196 197
I 119 135
I 43 30
I 175 47
I 63 38
I 185 80
I 13 142
I 152 163
I 188 75
I 174 137
I 25 190
I 159 65
I 21 185
I 181 40
I 19 78
I 28 185
I 17 67
I 156 88
I 13 178
I 171 19
I 73 8
I 82 157
I 154 65
I 91 78
I 7 42
I 58 117
I 117 81
I 89 2
I 162 7
I 196 151
I 127 80
I 13 58
I 81 180
I 90 127
I 131 74
I 194 184
I 117 141
I 71 188
I 181 141
I 23 67
I 30 185
I 24 137
I 137 49
I 39 86
I 121 120
I 184 144
I 183 34
I 46 35
I 154 90
I 35 160
I 47 86
I 108 176
I 191 74
I 80 146
I 82 194
I 53 135
I 183 163
I 33 11
I 137 41
I 1 190
I 117 54
I 121 67
I 48 109
I 80 194
I 131 121
I 72 40
I 10 37
I 163 0
I 139 86
I 185 12
I 155 149
I 128 97
I 7 187
I 105 159
I 80 149
I 97 134
I 163 63
I 54 167
I 29 125
I 2 131
I 30 179
I 27 74
I 57 108
I 5 85
I 152 38
I 99 56
I 96 29
I 26 155
I 75 183
I 104 20
I 178 7
I 166 121
I 93 166
I 148 187
I 144 183
I 54 39
I 160 140
I 35 33
I 102 152
I 123 74
I 157 181
I 128 71
I 163 74
I 6 128
I 16 115
I 18 43
I 142 58
I 58 116
I 64 126
I 64 18
I 159 4
I 47 147
I 87 183
I 74 49
I 116 64
I 86 64
I 57 146
I 120 146
I 196 31
I 126 141
I 19 120
I 143 7
I 195 28
I 61 3
I 76 184
I 82 108
I 40 44
I 128 164
I 107 100
I 99 66
I 177 68
I 111 49
I 5 57
I 169 195
I 50 76
I 155 62
I 43 127
I 13 81
I 15 191
I 102 1
I 47 25
I 178 186
I 142 78
I 117 60
I 95 182
I 3 97
I 66 105
I 131 58
I 149 118
I 90 165
I 165 191
I 35 41
I 120 77
I 152 93
I 133 47
I 115 7
I 39 20
I 133 136
I 45 81
I 91 112
I 111 136
I 168 39
I 52 190
I 127 197
I 32 129
I 53 177
I 17 170
I 106 188
I 67 72
I 121 133
I 175 151
I 63 64
I 30 120
I 156 34
I 50 122
I 189 166
I 31 140
I 100 106
B 1000
I 100 110
I 24 65
I 184 140
I 84 184
I 124 55
I 50 24
I 132 151
I 107 125
I 194 32
I 199 138
I 125 85
I 69 168
I 131 118
I 150 89
I 140 152
I 95 53
I 23 99
I 18 187
I 75 14
I 70 186
I 65 63
I 186 161
I 142 76
I 128 105
I 150 148
I 162 195
I 3 179
I 94 184
I 4 139
I 70 177
I 72 95
I 28 64
I 56 151
I 24 112
I 119 87
I 197 193
I 173 129
I 86 85
I 15 88
I 118 165
I 176 114
I 38 10
I 78 42
I 157 40
I 117 91
I 134 0
I 189 21
I 187 133
I 39 25
I 110 87
I 90 13
I 170 53
I 33 101
I 82 106
I 31 134
I 28 167
I 152 138
I 5 33
I 170 0
I 90 77
I 117 75
I 153 15
I 30 63
I 91 3
I 138 141
I 117 8
I 32 146
I 104 179
I 63 25
I 189 53
I 72 197
I 117 8
I 102 169
I 86 123
I 142 56
I 56 68
I 110 148
I 95 106
I 92 69
I 135 62
I 24 11
I 53 155
I 82 2
I 6 34
I 110 45
I 103 15
I 186 152
I 20 88
I 41 187
I 108 173
I 36 102
I 162 36
I 161 23
I 179 170
I 73 123
I 87 80
I 105 132
I 191 153
I 177 112
I 92 71
I 45 94
I 11 94
I 135 105
I 181 131
I 48 53
I 111 72
I 57 10
I 194 12
I 0 87
I 42 122
I 54 1
I 36 60
I 134 43
I 127 16
I 98 144
I 77 179
I 98 106
I 20 191
I 29 160
I 28 43
I 47 131
I 54 140
I 86 70
I 165 105
I 118 77
I 82 183
I 10 69
I 155 3
I 135 194
I 154 155
I 82 149
I 61 199
I 130 104
I 160 113
I 69 134
I 81 23
I 176 156
I 11 1
I 24 121
I 49 106
I 18 34
I 74 185
I 1 80
I 121 123
I 81 101
I 104 56
I 173 189
I 164 194
I 6 48
I 1 169
I 181 38
I 150 172
I 167 61
I 3 165
I 67 61
I 81 99
I 80 61
I 35 179
I 192 153
I 31 56
I 6 42
I 190 82
I 170 79
I 35 71
I 170 99
I 188 139
I 128 169
I 142 157
I 146 103
I 137 7
I 188 3
I 155 171
I 153 57
I 48 9
I 60 111
I 53 37
I 155 87
I 148 198
I 32 81
I 181 80
I 60 134
I 162 157
I 22 17
I 23 45
I 183 63
I 190 104
I 156 120
I 60 163
I 25 24
I 141 110
I 176 8
I 144 174
I 87 121
I 140 5
I 114 62
I 147 11
I 177 115
I 76 35
I 28 85
I 172 44
I 56 60
I 175 172
I 160 130
I 97 69
I 136 185
I 12 182
I 119 166
I 47 150
I 17 150
I 196 34
I 23 166
I 89 143
I 169 5
I 97 151
I 149 23
I 32 146
I 79 87
I 56 78
I 192 15
I 139 122
I 24 133
I 114 41
I 60 189
I 137 93
I 20 97
I 91 79
I 73 109
I 32 22
I 124 12
I 115 81
I 187 118
I 43 171
I 118 7
I 70 17
I 19 34
I 151 188
I 101 24
I 169 143
I 122 105
I 16 24
I 158 142
I 73 109
I 79 114
I 172 34
I 160 16
I 190 168
I 186 155
I 18 85
I 20 107
I 8 11
I 183 88
I 171 142
I 124 52
I 99 165
I 69 152
I 71 170
I 187 18
I 39 180
I 10 193
I 42 130
I 118 162
I 12 2
I 181 63
I 159 144
I 194 26
I 77 39
I 88 28
I 33 49
I 74 138
I 139 34
I 95 183
I 132 93
I 25 74
I 8 43
I 193 56
I 35 182
I 159 5
I 191 145
I 101 107
I 71 164
I 149 86
I 90 123
I 70 194
I 54 162
I 193 72
I 90 95
I 168 120
I 141 187
I 14 83
I 117 110
I 198 109
I 10 58
I 139 149
I 145 181
I 169 178
I 122 57
I 193 139
I 65 184
I 139 33
I 27 115
I 193 125
I 39 40
I 115 167
I 181 14
I 3 131
I 175 28
I 199 17
I 22 25
I 180 59
I 39 182
I 139 181
I 61 71
I 70 47
I 25 99
I 83 51
I 93 41
I 6 75
I 107 139
I 194 32
I 22 104
I 144 74
I 57 109
I 16 22
I 164 185
I 125 184
I 95 22
I 149 108
I 97 136
I 93 12
I 80 127
I 128 65
I 161 47
I 36 17
I 89 193
I 29 173
I 80 11
I 7 153
I 25 194
I 70 90
I 159 62
I 18 20
I 69 95
I 105 41
I 143 162
I 95 184
I 196 83
I 36 29
I 129 191
I 34 67
I 31 2
I 149 67
I 20 199
I 110 0
I 104 180
I 55 84
I 190 30
I 95 79
I 66 101
I 166 158
I 90 42
I 94 39
I 69 167
I 84 29
I 46 131
I 148 77
I 140 124
I 104 70
I 152 77
I 179 105
I 94 25
I 48 71
I 178 50
I 127 190
I 181 29
I 192 6
I 51 116
I 192 11
I 120 51
I 64 166
I 61 174
I 49 156
I 86 180
I 190 7
I 89 126
I 149 198
I 120 121
I 19 111
I 132 29
I 118 80
I 85 70
I 43 96
I 95 35
I 121 122
I 10 198
I 76 195
I 99 101
I 75 7
I 132 8
I 14 167
I 137 127
I 108 101
I 43 42
I 164 38
I 132 6
I 33 126
I 11 147
I 55 97
I 137 89
I 151 194
I 44 116
I 164 84
I 6 77
I 178 44
I 174 173
I 78 36
I 63 116
I 60 65
I 179 75
I 159 155
I 82 126
I 76 50
I 125 196
I 152 199
I 199 82
I 3 93
I 69 63
I 63 44
I 119 192
I 154 187
I 123 116
I 54 133
I 101 165
I 12 162
I 141 190
I 31 149
I 81 34
I 75 101
I 52 174
I 195 108
I 25 99
I 20 150
I 127 16
I 80 39
I 4 9
I 77 160
I 7 195
I 129 31
I 104 102
I 70 26
I 112 77
I 59 62
I 98 32
I 105 55
I 129 39
I 134 186
I 107 0
I 51 92
I 24 102
I 134 84
I 112 22
I 88 135
I 112 106
I 58 123
I 138 63
I 178 104
I 52 95
I 99 188
I 26 67
I 129 109
I 199 15
I 162 35
I 160 69
I 114 146
I 178 192
I 184 164
I 13 34
I 106 78
I 34 127
I 94 88
I 122 68
I 119 64
I 118 140
I 198 24
I 84 57
I 10 86
I 160 39
I 179 126
I 148 142
I 90 166
I 173 68
I 151 11
I 122 50
I 72 110
I 99 89
I 31 97
I 163 50
I 63 71
I 114 10
I 120 92
I 93 141
I 0 152
I 115 50
I 150 39
I 92 199
I 48 148
I 167 49
I 82 192
I 156 83
I 117 100
I 80 195
I 19 13
I 175 122
I 105 132
I 59 115
I 28 137
I 99 68
I 34 167
I 28 156
I 90 42
I 44 98
I 149 116
I 78 30
I 172 93
I 156 25
I 191 65
I 185 41
I 4 61
I 47 189
I 158 123
I 134 74
I 102 106
I 95 68
I 54 112
I 126 105
I 123 138
I 146 42
I 57 186
I 118 180
I 34 113
I 114 57
I 110 117
I 71 99
I 172 69
I 61 169
I 99 82
I 96 10
I 190 187
I 25 171
I 18 61
I 128 100
I 112 76
I 193 104
I 101 16
I 192 157
I 29 0
I 120 170
I 68 88
I 186 181
I 89 21
I 46 84
I 23 190
I 164 54
I 124 121
I 135 173
I 39 20
I 80 184
I 63 152
I 61 81
I 129 21
I 120 192
I 121 68
I 144 132
I 173 19
I 101 189
I 122 161
I 165 129
I 28 23
I 67 87
I 149 44
I 79 59
I 34 62
I 185 18
I 151 6
I 50 168
I 99 158
I 57 199
I 146 147
I 137 46
I 14 103
I 32 104
I 68 25
I 56 144
I 31 150
I 3 61
I 31 182
I 146 48
I 154 115
I 63 23
I 100 171
I 187 110
I 112 6
I 134 31
I 34 153
I 61 45
I 27 153
I 178 53
I 146 17
I 187 63
I 199 172
I 108 162
I 183 78
I 170 37
I 185 47
I 85 131
I 18 22
I 143 112
I 124 163
I 89 46
I 152 32
I 140 94
I 193 36
I 115 51
I 59 58
I 84 191
I 46 147
I 31 114
I 89 171
I 67 173
I 51 151
I 180 36
I 50 16
I 95 25
I 5 21
I 199 114
I 155 100
I 103 34
I 185 71
I 11 75
I 179 31
I 186 66
I 181 114
I 94 145
I 190 136
I 151 173
I 132 69
I 25 105
I 8 7
I 170 1
I 133 53
I 147 34
I 128 162
I 93 42
I 37 32
I 158 77
I 133 142
I 192 139
I 134 102
I 72 52
I 185 39
I 184 139
I 180 141
I 119 38
I 134 88
I 21 190
I 185 68
I 34 47
I 166 68
I 66 129
I 124 122
I 140 33
I 68 88
I 41 109
I 34 155
I 183 56
I 176 174
I 20 188
I 28 63
I 67 133
I 9 21
I 99 180
I 189 199
I 122 161
I 119 65
I 171 98
I 36 198
I 46 42
I 106 68
I 195 124
I 141 106
I 156 152
I 69 161
I 104 93
I 96 48
I 80 64
I 72 22
I 106 27
I 118 20
I 70 100
I 136 67
I 25 42
I 28 73
I 34 69
I 117 1
I 125 184
I 31 105
I 134 7
I 126 5
I 13 130
I 185 61
I 30 139
I 106 198
I 73 79
I 116 195
I 101 132
I 112 173
I 0 171
I 145 24
I 50 88
I 154 142
I 93 59
I 16 59
I 46 0
I 37 46
I 109 173
I 39 167
I 191 197
I 11 155
I 88 78
I 137 77
I 71 169
I 157 73
I 186 156
I 3 134
I 52 29
I 30 4
I 92 111
I 147 3
I 121 198
I 167 10
I 158 167
I 111 153
I 80 15
I 187 29
I 55 198
I 117 163
I 2 114
I 119 9
I 97 33
I 48 123
I 51 7
I 69 111
I 71 84
I 113 148
I 27 16
I 85 119
I 36 111
I 1 120
I 146 154
I 37 93
I 109 129
I 0 114
I 176 37
I 182 192
I 106 49
I 104 72
I 137 185
I 13 29
I 161 154
I 8 165
I 108 31
I 172 85
I 123 162
I 5 20
I 36 56
I 87 23
I 86 114
I 73 107
I 112 98
I 82 141
I 84 60
I 5 66
I 19 24
I 107 74
I 71 113
I 86 153
I 73 77
I 87 192
I 154 184
I 56 131
I 139 115
I 96 26
I 94 176
I 183 192
I 35 88
I 32 13
I 123 152
I 104 142
I 48 130
I 14 174
I 59 50
I 180 32
I 60 115
I 168 72
I 103 23
I 58 84
I 96 74
I 176 164
I 142 82
I 123 138
I 150 48
I 10 17
I 39 111
I 49 110
I 190 52
I 25 178
I 140 9
I 0 42
I 59 11
I 1 11
I 69 23
I 199 94
I 35 107
I 68 120
I 96 162
I 157 33
I 81 13
I 118 155
I 17 63
I 28 147
I 118 167
I 51 47
I 11 40
I 73 115
I 73 27
I 155 118
I 182 10
I 36 44
I 148 104
I 113 140
I 177 185
I 108 25
I 112 136
I 5 58
I 5 67
I 4 128
I 102 103
I 176 110
I 76 169
I 65 156
I 130 66
I 155 15
I 30 143
I 147 175
I 150 163
I 126 45
I 139 15
I 3 190
I 183 25
I 15 40
I 100 47
I 39 56
I 46 44
I 98 25
I 114 13
I 27 54
I 136 161
I 190 58
I 146 62
I 164 38
I 1 129
I 147 78
I 54 33
I 96 57
I 125 184
I 49 52
I 68 112
I 63 196
I 140 86
I 86 3
I 58 85
I 1 126
I 128 165
I 127 77
I 161 101
I 97 181
I 176 159
I 183 143
I 106 53
I 145 98
I 18 162
I 18 188
I 128 113
I 107 174
I 82 19
I 60 7
I 197 20
I 157 99
I 194 119
I 83 129
I 144 1
I 57 33
I 159 0
I 152 10
I 130 104
I 121 136
I 98 38
I 14 83
I 67 119
I 71 26
I 55 18
I 49 100
I 109 76
I 156 138
I 95 104
I 171 5
I 81 85
I 116 58
I 47 85
I 106 171
I 98 92
I 114 23
I 166 129
I 172 36
I 39 89
I 58 168
I 186 81
I 158 186
I 158 190
I 76 122
I 65 140
I 117 187
I 121 167
I 177 50
I 191 178
I 182 113
I 116 99
I 101 136
I 33 187
I 193 52
I 49 133
I 55 166
I 95 199
I 110 96
I 165 37
I 6 15
I 103 84
I 91 184
I 2 105
I 5 187
I 58 151
I 119 54
I 97 55
I 3 4
I 31 88
I 80 188
I 139 11
I 14 127
I 5 130
I 66 63
I 102 125
I 189 131
I 166 188
I 29 160
I 186 153
I 20 116
I 136 27
I 153 26
I 180 80
I 151 144
I 123 38
I 182 128
I 153 103
I 59 153
I 38 61
I 156 166
I 194 173
I 172 98
I 193 72
I 109 76
I 4 199
I 45 13
I 122 9
I 159 182
I 102 192
I 58 154
I 138 194
I 192 148
I 161 96
I 9 177
I 49 64
I 60 15
I 158 45
I 120 79
I 55 7
I 76 47
I 12 137
I 151 15
I 43 198
I 114 20
I 57 196
B 1000
I 17 161
I 46 133
I 14 83
I 18 36
I 78 137
I 59 172
I 148 156
I 113 192
I 47 45
I 40 77
I 157 80
I 135 185
I 97 171
I 84 54
I 178 63
I 81 163
I 9 180
I 175 10
I 25 194
I 149 167
I 99 72
I 192 15
I 155 192
I 171 197
I 135 68
I 103 160
I 89 140
I 139 100
I 76 103
I 126 175
I 136 140
I 6 95
I 145 100
I 3 116
I 111 153
I 35 91
I 148 41
I 175 66
I 82 171
I 99 113
I 65 197
I 40 59
I 9 38
I 77 11
I 131 170
I 116 188
I 157 42
I 7 141
I 188 62
I 193 21
I 4 185
I 118 167
I 33 118
I 177 38
I 92 64
I 34 132
I 112 21
I 4 94
I 125 187
I 126 22
I 93 118
I 71 117
I 59 144
I 4 78
I 11 167
I 28 134
I 122 197
I 84 144
I 79 68
I 152 157
I 65 116
I 104 161
I 145 139
I 76 174
I 45 197
I 190 87
I 9 120
I 117 74
I 64 194
I 71 187
I 35 173
I 21 86
I 93 78
I 58 64
I 178 195
I 148 66
I 198 24
I 82 121
I 177 171
I 43 40
I 92 100
I 117 89
I 55 166
I 32 154
I 0 49
I 85 64
I 51 177
I 129 96
I 16 23
I 107 96
I 7 64
I 142 13
I 119 38
I 96 89
I 85 132
I 111 0
I 10 77
I 165 68
I 51 123
I 10 171
I 58 116
I 177 1
I 86 77
I 72 130
I 166 135
I 151 2
I 76 132
I 66 103
I 191 24
I 93 13
I 183 7
I 97 40
I 154 20
I 95 121
I 66 150
I 16 31
I 51 194
I 37 76
I 35 176
I 138 34
I 177 184
I 48 28
I 18 165
I 12 136
I 22 54
I 175 192
I 152 147
I 18 186
I 58 144
I 12 187
I 103 133
I 74 183
I 78 186
I 125 7
I 109 32
I 119 183
I 125 100
I 48 143
I 24 128
I 138 136
I 15 73
I 172 109
I 167 83
I 118 6
I 69 58
I 196 115
I 79 5
I 40 192
I 15 108
I 35 150
I 176 189
I 95 179
I 4 136
I 106 4
I 101 45
I 197 40
I 130 142
I 42 197
I 104 19
I 13 59
I 133 38
I 38 22
I 92 50
I 183 138
I 143 174
I 151 53
I 50 93
I 98 72
I 181 10
I 120 19
I 141 103
I 86 67
I 176 46
I 195 104
I 156 54
I 12 145
I 175 137
I 67 119
I 135 186
I 39 69
I 174 99
I 182 6
I 45 77
I 156 167
I 195 62
I 138 2
I 84 87
I 29 10
I 172 193
I 160 91
I 171 111
I 76 143
I 117 140
I 104 0
I 155 84
I 70 184
I 33 80
I 57 74
I 161 7
I 59 127
I 85 52
I 143 139
I 108 53
I 145 128
I 123 35
I 77 169
I 130 74
I 175 115
I 184 141
I 19 133
I 82 56
I 127 47
I 1 157
I 2 42
I 176 102
I 39 195
I 127 169
I 124 32
I 102 113
I 182 69
I 59 63
I 42 168
I 68 170
I 98 72
I 13 149
I 139 195
I 160 46
I 42 107
I 153 121
I 107 138
I 127 134
I 3 4
I 168 54
I 78 87
I 135 159
I 134 163
I 14 63
I 90 139
I 42 67
I 70 136
I 37 182
I 118 152
I 102 181
I 133 188
I 78 145
I 123 62
I 56 196
I 55 120
I 112 60
I 73 53
I 163 130
I 8 190
I 168 45
I 166 68
I 91 190
I 188 114
I 18 174
I 32 70
I 168 141
I 193 147
I 114 100
I 45 183
I 128 29
I 196 171
I 63 38
I 52 77
I 148 100
I 158 196
I 100 65
I 167 173
I 133 61
I 48 53
I 133 56
I 174 50
I 180 26
I 44 97
I 175 122
I 40 50
I 185 20
I 6 124
I 193 8
I 139 150
I 121 26
I 188 126
I 79 99
I 26 113
I 36 169
I 73 127
I 190 155
I 81 137
I 84 83
I 76 151
I 158 192
I 144 172
I 185 74
I 93 188
I 41 166
I 143 148
I 190 109
I 43 161
I 90 161
I 49 109
I 17 138
I 26 85
I 143 92
I 1 100
I 85 131
I 145 190
I 89 34
I 57 199
I 33 146
I 17 160
I 33 117
I 93 42
I 25 27
I 81 143
I 108 14
I 170 29
I 133 159
I 29 8
