B 100
I 581 317
I 514 724
I 1335 62
I 108 439
I 1375 1182
I 958 1442
I 660 404
I 621 1236
I 1092 336
I 1174 1304
I 625 477
I 251 675
I 851 1416
I 452 242
I 734 1290
I 118 817
I 1401 724
I 559 739
I 799 1457
I 961 515
I 209 31
I 577 938
I 1242 1476
I 955 169
I 626 269
I 19 626
I 1266 501
I 544 128
I 664 346
I 1404 22
I 1461 1027
I 264 392
I 952 1209
I 718 804
I 1254 877
I 685 284
I 1121 763
I 1156 382
I 156 1438
I 394 482
I 1473 526
I 312 1084
I 162 1286
I 1141 1423
I 353 341
I 195 1487
I 1430 936
I 313 1464
I 258 220
I 918 719
I 349 1203
I 189 689
I 1474 932
I 1167 1450
I 1244 606
I 1007 459
I 1065 657
I 1167 458
I 125 1185
I 1390 193
I 687 971
I 341 1015
I 199 444
I 950 1400
I 1484 435
I 805 1192
I 1241 1137
I 130 687
I 1061 710
I 532 1438
I 937 726
I 242 1161
I 1309 1157
I 86 326
I 1000 148
I 1134 285
I 45 1213
I 1491 1161
I 553 1378
I 666 484
I 636 1201
I 331 1205
I 485 301
I 449 844
I 682 397
I 5 1089
I 1476 10
I 729 1212
I 810 1390
I 907 785
I 1347 926
I 913 815
I 1100 304
B 100
I 900 460
I 1135 1450
I 549 1296
I 950 1294
I 690 209
I 717 1078
I 205 1120
I 1203 1120
I 154 20
I 331 752
I 913 1094
I 753 1488
I 1133 535
I 443 539
I 1301 381
I 944 483
I 185 122
I 35 455
I 1072 51
I 727 985
I 1221 691
I 611 564
I 341 172
I 889 723
I 1194 1253
I 638 1347
I 828 292
I 1046 818
I 1265 537
I 536 556
I 247 902
I 205 1145
I 38 1211
I 489 456
I 1490 403
I 1083 338
I 1202 438
I 756 972
I 127 165
I 26 982
I 1433 1291
I 498 1214
I 512 429
I 793 1382
I 958 395
I 1049 193
I 1023 585
I 129 534
I 774 383
I 475 263
I 202 1448
I 1365 1054
I 97 543
I 1406 1266
I 1011 425
I 419 750
I 1239 1326
I 1474 833
I 967 1342
I 61 1265
I 1422 517
I 672 1026
I 496 895
I 256 1169
I 1068 279
I 550 855
I 1175 1018
I 273 1143
I 1334 882
I 555 25
I 571 1429
I 145 431
I 664 894
I 1438 486
I 1308 1336
I 567 103
I 457 182
I 557 539
I 1161 1089
I 443 434
I 1057 1102
I 1219 486
I 429 602
I 1421 686
I 338 318
I 1421 619
I 307 1290
I 175 255
I 982 210
I 1179 335
I 872 285
I 837 484
I 1069 856
I 443 744
I 625 107
I 360 118
I 226 360
I 1361 1338
I 427 1234
I 1191 594
B 100
I 221 10
I 97 1331
I 691 146
I 677 269
I 1494 986
I 108 1093
I 705 1125
I 923 858
I 1068 473
I 353 98
I 249 937
I 325 1486
I 1107 284
I 1209 1257
I 453 248
I 1065 1
I 338 321
I 1173 1064
I 129 1252
I 723 1049
I 1189 651
I 232 1469
I 336 1391
I 459 1281
I 1089 344
I 786 691
I 224 1448
I 677 215
I 539 382
I 428 470
I 1418 1353
I 143 1171
I 1007 356
I 164 1022
I 1119 1106
I 313 692
I 1195 1170
I 386 636
I 767 1196
I 866 7
I 482 1102
I 149 837
I 96 1025
I 1315 1206
I 477 899
I 1494 361
I 856 742
I 748 1042
I 1368 482
I 1472 875
I 746 1235
I 974 631
I 240 167
I 935 1312
I 29 396
I 1352 822
I 1208 735
I 957 785
I 431 662
I 1160 686
I 1237 508
I 1257 97
I 513 819
I 1295 556
I 1351 626
I 1034 1476
I 979 687
I 852 411
I 513 753
I 695 209
I 1020 395
I 857 422
I 61 660
I 1072 87
I 1147 1116
I 1021 293
I 1256 790
I 60 571
I 609 707
I 1464 748
I 1256 74
I 884 765
I 508 980
I 1348 1055
I 865 570
I 1321 1475
I 755 1199
I 917 1171
I 1207 196
I 838 1102
I 690 579
I 80 1241
I 923 56
I 331 1076
I 288 580
I 1016 1031
I 1323 1289
I 416 723
I 702 156
I 2 1361
B 100
I 131 759
I 1410 1130
I 1195 434
I 1028 721
I 453 1090
I 1229 1424
I 1369 1460
I 446 1137
I 1350 466
I 1411 1092
I 842 477
I 1178 595
I 486 1176
I 1299 1247
I 982 841
I 545 1187
I 331 1215
I 764 794
I 50 585
I 789 766
I 764 560
I 481 449
I 948 446
I 1029 146
I 589 1065
I 979 895
I 1179 1029
I 507 997
I 1451 849
I 54 624
I 802 1040
I 30 923
I 45 1321
I 342 59
I 1234 1100
I 123 1343
I 423 529
I 868 964
I 967 513
I 1393 293
I 896 744
I 327 968
I 748 1085
I 426 814
I 93 482
I 180 371
I 892 1410
I 822 169
I 29 786
I 604 1467
I 123 1326
I 1179 870
I 216 1044
I 847 424
I 468 998
I 479 1244
I 593 426
I 739 1040
I 1093 466
I 1142 1367
I 293 1085
I 557 961
I 994 590
I 1231 1164
I 320 596
I 935 994
I 132 1383
I 684 1195
I 1135 464
I 1059 213
I 918 1163
I 1292 1108
I 1239 1413
I 771 905
I 476 215
I 397 993
I 870 1129
I 1357 1262
I 210 643
I 5 855
I 1247 1375
I 1321 207
I 1414 1419
I 749 1373
I 821 106
I 494 1103
I 434 713
I 469 1
I 1029 302
I 1106 1146
I 1192 1355
I 774 62
I 921 1204
I 831 1275
I 106 563
I 540 809
I 591 339
I 974 1111
I 204 76
I 784 15
B 100
I 531 934
I 202 934
I 504 338
I 1054 609
I 371 824
I 982 950
I 909 965
I 526 1000
I 243 327
I 919 925
I 926 771
I 1342 1177
I 1012 1078
I 1402 32
I 590 1266
I 839 40
I 1169 1224
I 38 840
I 40 817
I 844 1229
I 18 1377
I 661 961
I 861 623
I 1224 315
I 1134 840
I 850 1114
I 174 320
I 1314 405
I 179 847
I 487 375
I 668 1146
I 1319 532
I 1452 763
I 1152 926
I 1309 1058
I 1377 850
I 547 984
I 887 704
I 136 946
I 1228 650
I 480 1220
I 26 473
I 1137 1429
I 17 412
I 635 1391
I 303 1228
I 421 349
I 686 1104
I 662 169
I 581 169
I 535 1167
I 764 837
I 1161 876
I 1273 1161
I 829 234
I 847 1254
I 1012 57
I 1086 1144
I 846 560
I 92 533
I 1098 215
I 75 1311
I 41 726
I 1203 763
I 715 797
I 679 982
I 1286 1074
I 301 158
I 1257 87
I 377 791
I 466 1444
I 22 1298
I 901 53
I 62 1032
I 1250 242
I 775 1385
I 285 738
I 1391 591
I 1108 73
I 194 1286
I 547 12
I 907 1391
I 499 775
I 807 463
I 668 751
I 1280 275
I 686 1160
I 1045 1240
I 605 512
I 911 180
I 1031 924
I 1110 926
I 977 216
I 114 1331
I 533 261
I 1057 69
I 1051 1092
I 926 918
I 442 587
I 1146 142
B 100
I 359 376
I 1261 1221
I 555 1099
I 1308 1355
I 969 1398
I 713 954
I 1158 524
I 823 696
I 453 783
I 1375 795
I 941 711
I 114 988
I 1413 1142
I 128 1357
I 730 864
I 880 997
I 771 174
I 1297 1256
I 1033 1323
I 864 624
I 630 243
I 1339 722
I 647 1469
I 625 982
I 388 812
I 1427 382
I 24 852
I 227 1412
I 291 419
I 357 1195
I 1085 1452
I 402 600
I 788 1320
I 322 719
I 196 341
I 371 697
I 1123 1437
I 859 1005
I 12 1206
I 1215 821
I 596 248
I 1414 858
I 498 260
I 410 1061
I 30 275
I 1395 645
I 1331 63
I 1149 191
I 1048 1492
I 809 126
I 986 121
I 1192 106
I 1074 116
I 169 1211
I 426 763
I 569 1415
I 1390 549
I 709 1426
I 738 857
I 917 728
I 1165 1213
I 213 358
I 1445 99
I 1415 855
I 1030 1389
I 803 713
I 1234 951
I 1227 453
I 787 1192
I 231 1301
I 927 923
I 808 871
I 1393 622
I 618 1165
I 27 750
I 1391 828
I 213 908
I 1460 1432
I 1195 1390
I 617 17
I 278 1213
I 179 239
I 592 1409
I 748 158
I 45 852
I 277 976
I 1272 1070
I 920 333
I 1143 816
I 741 237
I 171 40
I 427 161
I 490 735
I 1170 473
I 631 752
I 1287 1146
I 607 17
I 89 772
I 90 288
I 1005 1014
B 100
I 715 807
I 1154 1121
I 491 975
I 1222 935
I 1302 157
I 595 446
I 440 491
I 1332 45
I 1249 516
I 911 1060
I 76 779
I 1100 162
I 851 1474
I 910 637
I 1147 299
I 64 1098
I 457 653
I 793 632
I 1135 1460
I 1150 1417
I 1473 526
I 459 1359
I 157 1457
I 483 1229
I 836 1348
I 421 1467
I 1345 922
I 1270 1493
I 296 549
I 130 433
I 1249 1226
I 380 760
I 885 910
I 1226 1419
I 570 1463
I 652 266
I 496 564
I 1018 288
I 514 1290
I 303 615
I 774 1205
I 197 946
I 481 936
I 1079 1348
I 506 822
I 967 12
I 1123 930
I 128 428
I 762 1216
I 95 376
I 1017 832
I 561 874
I 1077 789
I 104 282
I 658 758
I 1076 241
I 317 1223
I 745 512
I 987 241
I 1399 891
I 1273 118
I 671 928
I 32 158
I 754 613
I 203 1471
I 1030 964
I 625 1194
I 885 438
I 588 351
I 927 885
I 350 229
I 170 740
I 1401 490
I 155 64
I 350 693
I 614 686
I 384 237
I 803 1070
I 152 743
I 565 958
I 949 1457
I 798 1375
I 669 1434
I 1336 651
I 565 592
I 1285 529
I 610 360
I 37 39
I 1428 1090
I 259 627
I 199 2
I 123 464
I 640 268
I 1028 696
I 537 1417
I 598 1324
I 613 366
I 295 1347
I 43 916
I 842 32
B 100
I 590 1012
I 1113 560
I 165 837
I 502 139
I 288 453
I 559 1302
I 728 945
I 959 206
I 308 1384
I 1275 396
I 1447 1488
I 66 359
I 1466 2
I 696 871
I 1489 424
I 755 304
I 1470 39
I 1173 707
I 57 295
I 147 1230
I 478 877
I 290 1003
I 530 964
I 862 340
I 640 705
I 257 388
I 1334 57
I 1361 762
I 1425 457
I 922 1362
I 687 361
I 1102 796
I 489 638
I 811 1498
I 46 444
I 1071 1101
I 756 1076
I 395 920
I 645 131
I 1156 42
I 1292 594
I 1335 837
I 1307 1074
I 1035 382
I 215 257
I 134 18
I 154 311
I 1031 601
I 659 92
I 1325 665
I 1433 557
I 247 358
I 336 380
I 620 918
I 1440 535
I 1281 737
I 763 580
I 1457 569
I 1045 68
I 120 1223
I 1072 723
I 1360 1116
I 1450 126
I 1464 1139
I 1097 1234
I 771 1002
I 1426 438
I 1445 996
I 464 974
I 1457 103
I 1158 1453
I 616 1325
I 869 849
I 168 671
I 203 1033
I 1255 1426
I 604 126
I 745 266
I 1384 290
I 809 735
I 704 46
I 146 1476
I 395 1316
I 410 237
I 389 425
I 501 171
I 1225 399
I 607 822
I 332 1253
I 1197 901
I 762 489
I 1152 657
I 1398 826
I 962 794
I 1210 325
I 641 581
I 314 1386
I 432 403
I 1033 292
I 1207 629
B 100
I 1104 920
I 310 260
I 338 20
I 854 734
I 409 697
I 903 879
I 243 1436
I 687 483
I 993 94
I 1351 720
I 880 140
I 282 76
I 894 704
I 817 1278
I 988 197
I 244 837
I 1403 1459
I 643 712
I 73 849
I 1419 338
I 1256 399
I 1445 1071
I 911 1144
I 894 551
I 1302 347
I 1158 20
I 740 702
I 54 764
I 1113 622
I 1264 885
I 858 400
I 761 135
I 1489 255
I 635 1183
I 323 814
I 874 926
I 982 43
I 623 831
I 986 127
I 355 389
I 752 456
I 232 655
I 597 1369
I 470 383
I 816 933
I 58 125
I 841 1381
I 1147 1163
I 933 1384
I 1443 1051
I 787 1271
I 1139 582
I 196 1408
I 191 1336
I 713 1258
I 75 1108
I 257 16
I 223 807
I 1287 539
I 207 257
I 1090 259
I 553 610
I 1316 1483
I 1093 587
I 62 1447
I 405 460
I 345 479
I 1142 123
I 796 287
I 268 404
I 1474 56
I 897 1121
I 1236 251
I 1292 1104
I 1184 290
I 1116 560
I 1141 194
I 1098 1440
I 129 252
I 44 1279
I 904 980
I 795 645
I 1167 1444
I 828 437
I 554 619
I 1384 658
I 1335 837
I 418 348
I 1376 808
I 751 1119
I 1201 561
I 1436 202
I 639 703
I 1121 737
I 1073 1359
I 760 299
I 342 934
I 964 74
I 676 1436
I 1341 1345
B 100
I 1338 1313
I 520 1119
I 1300 1065
I 582 810
I 1137 867
I 194 1353
I 219 1326
I 53 1066
I 422 1391
I 671 517
I 232 1202
I 456 870
I 225 1288
I 211 399
I 818 1460
I 505 400
I 147 214
I 606 88
I 858 170
I 1223 1228
I 504 848
I 785 754
I 563 1408
I 431 194
I 1240 1268
I 118 42
I 1236 89
I 508 558
I 1438 962
I 1474 48
I 789 738
I 1189 1072
I 465 558
I 516 87
I 1266 1185
I 1191 1183
I 1035 1383
I 1241 1173
I 788 73
I 368 415
I 318 125
I 283 1193
I 1114 1115
I 1135 1085
I 694 619
I 738 157
I 799 1294
I 1170 1064
I 970 311
I 876 605
I 52 1161
I 704 1350
I 1443 590
I 882 464
I 222 706
I 737 1346
I 1175 884
I 1330 533
I 732 509
I 323 463
I 1028 162
I 439 1259
I 968 848
I 131 453
I 1038 1426
I 893 1442
I 1313 261
I 622 109
I 744 952
I 1485 1278
I 1176 831
I 249 1031
I 1234 253
I 28 755
I 832 1252
I 1308 72
I 431 591
I 1344 196
I 891 463
I 1384 841
I 1020 1029
I 564 1137
I 1350 218
I 707 1170
I 1284 1042
I 419 1289
I 1223 176
I 191 981
I 1452 251
I 1281 1224
I 572 1004
I 80 845
I 954 1185
I 701 550
I 473 1408
I 1371 1069
I 954 8
I 51 134
I 282 563
I 239 637
B 100
I 1293 785
I 2 1313
I 1491 139
I 1421 735
I 676 566
I 1337 198
I 168 1408
I 532 1318
I 1480 774
I 1189 231
I 1028 690
I 81 1123
I 187 679
I 841 48
I 315 157
I 945 1492
I 566 36
I 535 188
I 1336 1111
I 112 1300
I 1227 657
I 764 600
I 910 1220
I 195 1003
I 311 1273
I 555 52
I 828 926
I 1126 1440
I 909 733
I 983 290
I 1093 408
I 82 1301
I 328 236
I 610 947
I 460 1013
I 101 869
I 533 26
I 722 670
I 416 1394
I 1408 163
I 127 505
I 1029 707
I 1237 1082
I 1207 564
I 856 1357
I 828 884
I 812 1393
I 450 30
I 575 735
I 1018 300
I 149 114
I 1250 1034
I 171 104
I 1469 399
I 1410 926
I 1486 552
I 406 983
I 818 1304
I 292 828
I 217 107
I 906 458
I 162 44
I 1191 1339
I 1218 413
I 629 857
I 456 602
I 305 488
I 610 755
I 428 356
I 667 76
I 85 232
I 256 668
I 493 972
I 505 738
I 930 6
I 354 633
I 942 242
I 1194 1295
I 836 221
I 539 585
I 686 670
I 676 253
I 779 548
I 667 565
I 1162 302
I 1399 413
I 827 971
I 179 1421
I 29 1120
I 861 1383
I 915 985
I 507 331
I 519 709
I 565 806
I 198 1498
I 556 1190
I 893 572
I 1392 1226
I 1307 814
I 1157 3
B 100
I 114 598
I 826 1177
I 254 248
I 968 1248
I 922 1339
I 742 1396
I 1337 253
I 1221 1317
I 1299 616
I 614 1265
I 92 640
I 1085 1419
I 1155 1109
I 671 157
I 770 462
I 637 598
I 332 1225
I 926 748
I 910 1011
I 563 402
I 1088 1322
I 342 266
I 30 544
I 565 709
I 1478 824
I 52 69
I 343 1160
I 549 363
I 1197 717
I 767 571
I 310 1134
I 64 947
I 896 526
I 243 138
I 35 1476
I 906 1075
I 940 838
I 317 1463
I 919 1047
I 1251 353
I 1035 1180
I 376 805
I 983 932
I 1463 314
I 847 1003
I 447 580
I 1047 301
I 1390 1132
I 959 653
I 1369 464
I 913 481
I 245 1292
I 738 876
I 364 27
I 164 10
I 122 1208
I 1433 95
I 968 362
I 1093 1069
I 539 980
I 49 16
I 234 478
I 674 539
I 352 1236
I 1235 193
I 1239 817
I 643 833
I 1450 739
I 462 463
I 361 1060
I 124 777
I 848 1005
I 818 945
I 901 577
I 668 1043
I 744 717
I 626 155
I 452 617
I 516 756
I 1045 621
I 223 297
I 656 958
I 650 1057
I 1057 276
I 134 697
I 1492 908
I 1479 302
I 359 290
I 1340 1303
I 1031 1274
I 774 1447
I 1257 907
I 1330 461
I 1221 1309
I 683 209
I 1226 1039
I 660 992
I 229 402
I 1391 370
I 1399 662
B 100
I 601 987
I 714 1039
I 1426 1143
I 1160 166
I 691 280
I 36 578
I 760 3
I 1464 1300
I 864 755
I 1333 174
I 642 1048
I 333 285
I 1380 575
I 1415 294
I 346 268
I 566 763
I 1198 634
I 492 1103
I 479 1433
I 140 793
I 1100 847
I 694 1349
I 390 1218
I 1355 1334
I 506 1227
I 918 780
I 222 95
I 201 524
I 842 391
I 248 1383
I 68 579
I 1021 1408
I 1208 1230
I 1217 448
I 134 1085
I 1115 1354
I 709 1408
I 208 1299
I 1244 564
I 891 1326
I 737 408
I 1170 525
I 1314 1089
I 134 744
I 515 655
I 166 765
I 516 1193
I 1033 43
I 1062 358
I 1446 559
I 1290 620
I 275 1052
I 380 455
I 772 1033
I 1421 530
I 1241 810
I 932 726
I 1336 217
I 1148 893
I 1417 1300
I 803 710
I 1351 156
I 913 405
I 1379 358
I 1196 1151
I 967 1309
I 1485 114
I 10 829
I 1243 1285
I 166 178
I 959 531
I 391 103
I 289 935
I 457 405
I 1418 749
I 1124 1276
I 159 663
I 934 1389
I 678 536
I 776 1328
I 1155 205
I 1033 1141
I 379 942
I 147 887
I 1416 134
I 960 688
I 516 1461
I 46 69
I 468 1236
I 183 1155
I 560 975
I 453 1284
I 1305 1480
I 960 976
I 1187 1480
I 832 178
I 677 1314
I 1185 1458
I 215 754
I 228 1086
B 100
I 1359 1268
I 529 702
I 587 280
I 71 442
I 355 967
I 749 1038
I 762 203
I 1063 1482
I 516 589
I 1317 468
I 1198 1489
I 498 1103
I 102 258
I 14 154
I 899 450
I 800 855
I 770 1301
I 700 11
I 903 671
I 1254 216
I 418 227
I 98 1041
I 388 797
I 581 743
I 160 1427
I 1397 1333
I 1038 1446
I 976 75
I 1267 1240
I 972 530
I 967 1115
I 947 652
I 654 1394
I 1430 116
I 962 1128
I 455 527
I 11 993
I 358 780
I 724 624
I 1128 770
I 344 1300
I 1020 153
I 206 1357
I 392 1387
I 1121 705
I 195 1108
I 435 1196
I 318 1170
I 910 492
I 999 490
I 1001 272
I 1095 842
I 88 160
I 1379 57
I 1480 749
I 741 1422
I 487 1221
I 1348 602
I 1254 297
I 463 223
I 257 67
I 694 1493
I 1285 788
I 244 751
I 1082 1007
I 1409 1185
I 152 585
I 1156 295
I 213 625
I 968 643
I 1386 879
I 66 1207
I 1460 613
I 454 1347
I 1193 214
I 383 1422
I 322 923
I 654 949
I 1189 1143
I 980 80
I 938 314
I 1437 428
I 409 1088
I 311 847
I 1068 123
I 1013 1476
I 905 684
I 769 128
I 978 603
I 1384 329
I 938 907
I 87 1328
I 726 321
I 387 353
I 144 199
I 383 1039
I 961 521
I 578 718
I 576 423
I 599 941
B 100
I 836 588
I 457 251
I 1333 72
I 509 1038
I 1105 683
I 932 1426
I 729 546
I 1028 82
I 343 541
I 114 771
I 1318 656
I 146 544
I 958 380
I 71 1452
I 1012 547
I 1218 777
I 1263 1314
I 62 1418
I 403 901
I 345 729
I 302 54
I 1479 1037
I 143 1468
I 400 286
I 931 121
I 918 497
I 21 1009
I 263 1235
I 818 687
I 47 836
I 1471 661
I 963 1440
I 1462 1226
I 609 1477
I 627 1185
I 562 436
I 1200 96
I 1413 382
I 120 680
I 47 416
I 1400 174
I 199 132
I 455 553
I 425 1447
I 161 1207
I 548 1405
I 201 921
I 1302 1185
I 198 134
I 205 1446
I 312 336
I 1375 8
I 215 36
I 1430 614
I 1106 1331
I 433 124
I 511 253
I 369 316
I 158 388
I 1232 1007
I 882 326
I 247 879
I 1252 507
I 346 520
I 719 267
I 64 1067
I 436 1315
I 716 1092
I 1431 1080
I 1444 1311
I 1387 761
I 1165 880
I 1111 558
I 13 1440
I 216 192
I 901 665
I 699 1419
I 1113 703
I 1216 328
I 201 754
I 227 505
I 697 22
I 1094 547
I 888 794
I 839 169
I 1017 161
I 1403 303
I 50 312
I 1424 962
I 1084 811
I 1472 202
I 949 256
I 175 1014
I 278 364
I 310 1267
I 248 1391
I 182 221
I 275 1459
I 385 437
I 1003 490
B 100
I 104 1406
I 707 1329
I 1227 458
I 481 647
I 1422 1150
I 886 904
I 341 456
I 18 1146
I 157 1224
I 317 709
I 394 235
I 976 189
I 712 546
I 249 1134
I 841 818
I 1299 1381
I 984 545
I 1276 1435
I 12 246
I 1436 6
I 1011 345
I 890 119
I 568 1314
I 162 1064
I 893 712
I 289 1254
I 187 746
I 928 1461
I 1135 824
I 931 1223
I 804 32
I 1014 275
I 931 1495
I 950 999
I 1311 332
I 1060 288
I 1080 368
I 1345 629
I 448 533
I 1028 1321
I 1103 746
I 1394 921
I 467 751
I 999 1186
I 997 318
I 373 836
I 579 19
I 1441 873
I 1437 1104
I 127 1387
I 1007 439
I 264 993
I 1359 1160
I 213 377
I 1351 1142
I 92 47
I 157 35
I 1397 913
I 293 865
I 1111 848
I 1001 167
I 1010 1466
I 1085 1382
I 1438 1251
I 422 1213
I 123 1243
I 93 662
I 787 168
I 1351 119
I 1289 729
I 979 93
I 430 1192
I 649 478
I 359 912
I 834 411
I 932 963
I 1432 1390
I 641 1343
I 457 181
I 507 1440
I 1195 532
I 1028 1311
I 1468 528
I 654 1216
I 991 63
I 1240 863
I 537 1203
