B 1000
D 118 3
D 1 31
D 19 29
D 5 48
D 143 98
D 124 46
D 19 199
D 93 83
D 120 163
D 187 51
D 46 154
D 43 50
D 45 100
D 169 136
D 67 43
D 100 35
D 113 121
D 49 157
D 84 152
D 197 137
D 83 128
D 8 104
D 8 62
D 193 78
D 45 18
D 40 65
D 41 63
D 118 101
D 24 17
D 186 160
D 172 5
D 119 122
D 64 54
D 49 35
D 187 31
D 16 162
D 157 76
D 172 129
D 67 55
D 191 184
D 18 178
D 138 195
D 170 193
D 148 126
D 189 117
D 14 12
D 27 145
D 73 148
D 113 125
D 169 196
D 122 61
D 145 27
D 142 28
D 151 150
D 48 185
D 174 26
D 128 95
D 103 140
D 28 92
D 66 49
D 0 7
D 174 104
D 23 145
D 80 115
D 70 65
D 150 159
D 37 145
D 104 64
D 28 17
D 143 178
D 177 46
D 89 103
D 166 171
D 74 88
D 196 129
D 165 107
D 166 195
D 122 113
D 157 169
D 85 194
D 104 197
D 174 133
D 134 107
D 86 27
D 52 17
D 11 3
D 177 30
D 161 50
D 31 36
D 17 20
D 95 75
D 2 27
D 163 10
D 190 148
D 10 150
D 149 110
D 39 73
D 78 110
D 138 143
D 9 100
D 85 79
D 29 147
D 133 180
D 76 74
D 86 193
D 146 6
D 121 3
D 131 136
D 136 158
D 77 168
D 179 146
D 188 90
D 148 40
D 96 104
D 147 98
D 117 189
D 187 87
D 7 24
D 45 187
D 179 8
D 57 126
D 71 127
D 108 22
D 180 56
D 132 25
D 161 85
D 12 179
D 93 157
D 173 60
D 101 39
D 141 6
D 30 62
D 51 82
D 67 13
D 137 90
D 115 63
D 177 109
D 34 84
D 86 178
D 157 114
D 1 52
D 8 121
D 19 63
D 6 154
D 90 74
D 106 154
D 138 95
D 17 52
D 31 127
D 144 68
D 6 81
D 138 197
D 33 178
D 19 181
D 86 133
D 47 143
D 5 173
D 177 44
D 166 2
D 120 85
D 19 40
D 45 125
D 6 13
D 145 86
D 72 100
D 102 39
D 91 186
D 122 127
D 150 60
D 105 153
D 92 96
D 107 133
D 82 21
D 187 132
D 29 146
D 102 34
D 169 59
D 24 83
D 121 113
D 95 78
D 145 197
D 18 195
D 154 98
D 65 188
D 188 90
D 60 113
D 42 173
D 126 7
D 151 3
D 130 101
D 185 161
D 81 67
D 132 140
D 185 7
D 173 136
D 131 179
D 194 158
D 94 70
D 116 119
D 3 118
D 96 103
D 74 92
D 80 197
D 128 115
D 136 145
D 30 178
D 3 109
D 103 126
D 8 74
D 111 94
D 169 196
D 68 66
D 95 46
D 150 124
D 155 139
D 97 8
D 146 193
D 148 169
D 197 75
D 100 95
D 197 80
D 58 68
D 157 2
D 179 39
D 39 12
D 194 18
D 15 106
D 101 37
D 88 190
D 97 43
D 4 48
D 130 162
D 71 29
D 37 160
D 135 46
D 95 135
D 21 40
D 109 169
D 29 141
D 198 145
D 193 145
D 158 12
D 112 88
D 192 141
D 149 26
D 119 122
D 125 141
D 46 58
D 70 142
D 31 5
D 0 22
D 62 107
D 169 27
D 43 27
D 162 114
D 13 112
D 44 61
D 77 100
D 32 90
D 96 170
D 67 147
D 131 179
D 176 39
D 19 138
D 26 174
D 197 14
D 85 94
D 137 9
D 146 65
D 110 194
D 108 185
D 109 3
D 58 46
D 17 126
D 18 40
D 17 48
D 157 185
D 161 36
D 152 72
D 179 193
D 191 172
D 101 22
D 14 42
D 108 157
D 83 56
D 105 24
D 31 68
D 136 158
D 119 156
D 37 145
D 85 118
D 160 186
D 44 177
D 199 182
D 67 71
D 192 51
D 102 140
D 161 50
D 15 30
D 52 31
D 43 27
D 7 31
D 71 125
D 31 1
D 15 150
D 44 177
D 9 179
D 40 120
D 45 187
D 105 85
D 13 55
D 28 2
D 160 8
D 15 115
D 175 77
D 61 108
D 86 90
D 72 125
D 87 178
D 76 162
D 75 35
D 193 179
D 135 148
D 100 7
D 123 12
D 13 6
D 13 112
D 81 8
D 39 73
D 50 79
D 127 117
D 103 185
D 199 144
D 113 115
D 44 154
D 72 141
D 52 114
D 125 48
D 2 81
D 49 66
D 104 63
D 173 79
D 15 146
D 24 76
D 83 189
D 140 132
D 12 98
D 55 109
D 181 179
D 59 91
D 164 142
D 53 115
D 166 114
D 65 2
D 59 12
D 183 86
D 183 162
D 127 31
D 185 180
D 38 174
D 190 195
D 62 107
D 141 29
D 172 5
D 127 52
D 19 155
D 159 61
D 174 78
D 160 135
D 133 106
D 60 88
D 28 60
D 195 50
D 41 123
D 21 122
D 5 44
D 7 98
D 165 61
D 134 66
D 59 12
D 171 176
D 144 157
D 39 145
D 191 92
D 147 41
D 35 39
D 124 47
D 128 193
D 151 133
D 160 139
D 191 181
D 129 114
D 103 22
D 197 137
D 152 120
D 90 86
D 179 160
D 142 105
D 14 120
D 169 136
D 171 21
D 159 9
D 57 173
D 198 83
D 24 26
D 55 158
D 27 72
D 60 54
D 39 145
D 33 1
D 15 33
D 131 77
D 169 151
D 169 157
D 128 89
D 197 75
D 9 138
D 106 132
D 77 115
D 120 43
D 77 175
D 161 131
D 44 161
D 93 86
D 3 46
D 37 79
D 47 115
D 33 171
D 151 37
D 71 58
D 102 100
D 148 2
D 116 140
D 71 29
D 67 76
D 5 132
D 169 145
D 143 192
D 72 87
D 103 128
D 124 47
D 168 64
D 54 57
D 136 8
D 57 94
D 128 83
D 142 40
D 117 72
D 39 78
D 195 147
D 80 197
D 43 50
D 165 161
D 104 181
D 133 97
D 66 37
D 78 99
D 46 100
D 110 146
D 51 134
D 71 184
D 199 181
D 28 3
D 185 35
D 84 94
D 123 41
D 132 111
D 108 157
D 26 94
D 114 71
D 86 159
D 122 100
D 94 37
D 123 149
D 40 23
D 129 84
D 51 134
D 99 118
D 187 28
D 36 115
D 62 3
D 74 38
D 193 50
D 54 59
D 75 192
D 152 52
D 15 27
D 188 144
D 0 8
D 122 196
D 149 29
D 92 38
D 110 50
D 60 160
D 56 44
D 18 116
D 54 30
D 194 153
D 36 68
D 114 26
D 74 73
D 110 30
D 85 65
D 172 7
D 98 42
D 64 146
D 121 43
D 25 125
D 25 169
D 172 138
D 131 108
D 63 115
D 79 74
D 11 38
D 97 11
D 128 159
D 54 25
D 80 29
D 72 28
D 24 7
D 96 157
D 175 73
D 91 50
D 122 35
D 162 146
D 192 143
D 67 71
D 48 46
D 6 194
D 59 27
D 9 121
D 144 157
D 9 59
D 152 12
D 73 156
D 183 36
D 127 19
D 192 156
D 181 115
D 28 108
D 47 108
D 23 145
D 148 73
D 169 8
D 62 107
D 47 178
D 170 73
D 148 82
D 2 166
D 97 46
D 173 188
D 185 82
D 121 30
D 31 86
D 131 126
D 7 96
D 183 197
D 115 171
D 137 45
D 29 148
D 88 190
D 161 36
D 144 29
D 143 157
D 7 0
D 135 15
D 77 56
D 124 148
D 150 38
D 118 185
D 144 31
D 191 5
D 41 69
D 34 178
D 82 9
D 24 105
D 21 40
D 8 1
D 93 38
D 186 108
D 26 109
D 172 15
D 7 2
D 86 80
D 30 89
D 136 125
D 148 124
D 120 64
D 32 92
D 54 9
D 102 179
D 69 112
D 9 18
D 54 25
D 137 4
D 82 7
D 72 68
D 133 71
D 18 94
D 73 122
D 81 30
D 113 126
D 38 60
D 28 60
D 188 40
D 74 73
D 70 43
D 108 175
D 179 12
D 94 87
D 142 70
D 136 173
D 6 68
D 191 17
D 120 123
D 76 31
D 184 132
D 172 176
D 126 26
D 194 33
D 199 124
D 159 198
D 154 43
D 177 67
D 159 79
D 11 0
D 69 123
D 174 69
D 186 165
D 9 75
D 65 71
D 164 140
D 102 190
D 155 69
D 117 103
D 151 40
D 191 38
D 17 56
D 11 64
D 191 157
D 134 165
D 59 94
D 48 59
D 159 198
D 199 122
D 151 100
D 114 60
D 22 123
D 144 51
D 25 196
D 199 58
D 29 120
D 43 67
D 19 155
D 111 118
D 59 29
D 28 2
D 177 119
D 191 38
D 175 130
D 84 119
D 39 36
D 29 143
D 138 90
D 72 28
D 159 9
D 10 0
D 176 153
D 41 63
D 24 7
D 171 178
D 127 55
D 176 6
D 107 158
D 108 146
D 186 104
D 54 59
D 114 83
D 66 124
D 96 157
D 5 162
D 123 120
D 15 106
D 70 114
D 116 48
D 66 39
D 28 199
D 46 38
D 143 11
D 78 24
D 54 61
D 123 163
D 6 103
D 21 125
D 70 65
D 45 15
D 161 116
D 178 4
D 173 57
D 86 155
D 176 107
D 21 82
D 194 177
D 151 83
D 198 162
D 12 24
D 191 48
D 134 120
D 113 115
D 179 49
D 40 21
D 11 4
D 130 178
D 13 190
D 95 50
D 93 116
D 181 115
D 25 83
D 175 77
D 63 177
D 185 157
D 13 112
D 152 52
D 188 64
D 174 30
D 25 75
D 32 158
D 23 97
D 89 109
D 119 39
D 22 190
D 151 47
D 56 63
D 1 41
D 182 177
D 132 186
D 27 1
D 189 119
D 189 70
D 91 111
D 33 29
D 111 157
D 135 148
D 120 5
D 188 65
D 97 179
D 97 140
D 128 136
D 113 98
D 175 111
D 90 85
D 131 139
D 194 76
D 117 124
D 71 190
D 181 2
D 23 96
D 115 80
D 185 82
D 137 157
D 49 170
D 86 102
D 120 104
D 144 129
D 34 116
D 35 153
D 90 124
D 160 161
D 86 83
D 176 109
D 74 79
D 146 91
D 194 11
D 135 24
D 163 57
D 11 57
D 41 97
D 190 173
D 54 55
D 67 103
D 109 4
D 194 177
D 121 8
D 40 115
D 37 185
D 119 30
D 33 112
D 10 73
D 149 96
D 22 190
D 166 84
D 118 23
D 23 15
D 80 59
D 97 198
D 163 93
D 54 45
D 197 104
D 69 51
B 1000
D 154 77
D 52 43
D 150 6
D 172 2
D 68 23
D 194 17
D 161 165
D 160 180
D 100 35
D 103 110
D 155 19
D 183 196
D 20 187
D 7 98
D 121 110
D 166 67
D 187 90
D 183 162
D 39 137
D 140 161
D 53 119
D 102 173
D 199 134
D 4 91
D 30 41
D 2 165
D 66 100
D 117 189
D 71 65
D 98 197
D 16 122
D 18 178
D 142 85
D 58 199
D 64 14
D 64 106
D 159 75
D 47 104
D 87 178
D 74 89
D 116 31
D 131 139
D 64 188
D 146 34
D 146 100
D 75 76
D 156 137
D 113 125
D 36 20
D 140 162
D 73 108
D 35 29
D 81 2
D 162 140
D 75 192
D 89 166
D 77 149
D 27 6
D 33 98
D 6 117
D 137 197
D 130 95
D 56 91
D 32 158
D 68 23
D 55 172
D 125 88
D 169 148
D 175 22
D 91 146
D 140 163
D 3 128
D 191 58
D 121 75
D 66 100
D 115 128
D 58 46
D 118 153
D 165 171
D 48 90
D 83 82
D 35 122
D 172 11
D 77 74
D 93 139
D 47 104
D 7 172
D 20 94
D 136 146
D 81 51
D 112 19
D 136 25
D 39 36
D 55 67
D 102 99
D 127 117
D 75 88
D 129 193
D 160 179
D 100 144
D 135 163
D 178 168
D 83 176
D 38 153
D 123 64
D 145 29
D 84 166
D 95 131
D 4 169
D 8 179
D 110 94
D 96 9
D 40 188
D 24 83
D 29 75
D 140 103
D 184 33
D 55 171
D 24 159
D 151 128
D 125 52
D 32 188
D 138 52
D 114 157
D 80 162
D 40 47
D 184 6
D 69 41
D 131 108
D 150 161
D 140 132
D 95 30
D 47 154
D 162 198
D 134 66
D 18 21
D 75 49
D 70 12
D 118 111
D 63 12
D 138 64
D 127 162
D 173 57
D 132 143
D 150 24
D 162 91
D 3 11
D 65 54
D 184 38
D 139 70
D 177 80
D 95 131
D 64 123
D 151 25
D 112 102
D 81 171
D 71 58
D 53 19
D 105 32
D 102 108
D 174 64
D 184 16
D 167 80
D 71 199
D 112 95
D 75 184
D 43 56
D 140 163
D 162 87
D 16 187
D 74 91
D 77 175
D 158 88
D 10 70
D 168 151
D 82 60
D 186 13
D 134 95
D 167 24
D 138 19
D 29 59
D 11 92
D 165 190
D 165 86
D 117 189
D 153 38
D 30 54
D 91 81
D 138 97
D 117 31
D 32 91
D 104 96
D 63 197
D 189 145
D 72 28
D 117 113
D 102 156
D 86 102
D 142 190
D 97 8
D 68 94
D 148 172
D 106 132
D 69 156
D 62 42
D 11 65
D 155 70
D 2 85
D 34 102
D 45 54
D 15 45
D 82 162
D 132 50
D 131 124
D 11 134
D 108 157
D 36 145
D 24 105
D 36 95
D 23 191
D 170 39
D 123 142
D 80 74
D 132 106
D 153 52
D 112 192
D 71 30
D 94 18
D 94 111
D 105 142
D 131 9
D 53 115
D 72 122
D 178 33
D 1 29
D 194 43
D 73 117
D 87 88
D 122 56
D 1 49
D 60 75
D 43 154
D 16 162
D 144 38
D 127 71
D 3 29
D 84 199
D 172 154
D 160 9
D 128 20
D 183 172
D 187 165
D 74 81
D 182 138
D 122 172
D 151 167
D 10 98
D 155 139
D 135 24
D 98 62
D 59 37
D 152 188
D 57 80
D 198 164
D 126 180
D 192 69
D 188 32
D 30 27
D 75 152
D 192 143
D 3 185
D 141 191
D 97 168
D 178 108
D 152 189
D 161 178
D 27 0
D 198 21
D 20 0
D 135 163
D 31 73
D 1 44
D 181 100
D 150 6
D 166 88
D 61 29
D 33 122
D 96 149
D 40 146
D 81 50
D 80 160
D 35 185
D 192 142
D 31 176
D 6 141
D 190 65
D 104 174
D 79 108
D 71 184
D 99 156
D 139 160
D 169 148
D 157 160
D 103 72
D 7 58
D 3 141
D 171 152
D 120 12
D 72 134
D 70 12
D 10 49
D 38 42
D 84 198
D 126 7
D 32 162
D 181 127
D 80 145
D 134 14
D 110 39
D 143 127
D 22 0
D 23 196
D 183 90
D 190 92
D 156 150
D 162 82
D 163 194
D 24 127
D 76 66
D 15 27
D 95 130
D 170 21
D 91 48
D 191 66
D 153 62
D 56 43
D 26 10
D 154 18
D 110 91
D 71 67
D 196 50
D 118 87
D 73 74
D 144 171
D 100 143
D 78 76
D 88 19
D 72 46
D 27 110
D 172 154
D 192 141
D 132 168
D 161 193
D 47 108
D 70 94
D 107 159
D 146 166
D 87 20
D 78 32
D 15 135
D 122 127
D 29 121
D 180 19
D 102 22
D 38 4
D 101 13
D 146 92
D 16 162
D 67 147
D 77 5
D 160 126
D 12 63
D 81 50
D 59 150
D 168 18
D 118 23
D 171 7
D 7 24
D 17 153
D 34 171
D 188 32
D 24 14
D 55 54
D 169 157
D 77 15
D 105 94
D 24 70
D 142 24
D 109 89
D 64 124
D 177 194
D 172 191
D 160 26
D 190 22
D 186 160
D 18 94
D 20 32
D 8 0
D 183 86
D 171 56
D 124 43
D 99 129
D 69 147
D 71 54
D 187 45
D 39 4
D 10 163
D 42 100
D 118 150
D 12 23
D 181 115
D 191 184
D 144 101
D 26 94
D 39 43
D 28 93
D 49 10
D 138 4
D 34 194
D 183 161
D 93 48
D 74 77
D 43 129
D 180 192
D 172 124
D 1 44
D 16 122
D 95 30
D 11 38
D 112 65
D 133 174
D 58 176
D 70 124
D 105 32
D 3 16
D 153 36
D 168 18
D 141 192
D 14 105
D 117 193
D 198 57
D 10 18
D 139 182
D 145 115
D 169 25
D 122 195
D 193 129
D 11 21
D 84 74
D 118 3
D 17 153
D 13 30
D 52 138
D 132 196
D 161 85
D 167 24
D 14 76
D 131 161
D 85 180
D 31 36
D 111 88
D 83 94
D 180 5
D 39 179
D 139 196
D 61 73
D 70 114
D 24 61
D 99 78
D 51 180
D 41 155
D 75 68
D 90 145
D 85 145
D 81 15
D 139 37
D 44 164
D 130 71
D 76 157
D 56 122
D 147 72
D 40 84
D 10 126
D 72 134
D 17 2
D 55 126
D 128 85
D 161 185
D 36 142
D 89 30
D 29 143
D 80 160
D 7 100
D 25 75
D 70 139
D 159 197
D 18 9
D 69 163
D 105 43
D 143 100
D 95 132
D 196 185
D 36 39
D 129 29
D 34 84
D 31 61
D 149 24
D 20 42
D 110 94
D 104 174
D 55 109
D 190 148
D 185 52
D 79 51
D 101 147
D 158 124
D 42 139
D 39 27
D 167 181
D 29 35
D 131 77
D 77 74
D 124 98
D 70 155
D 91 130
D 152 25
D 179 137
D 94 59
D 48 4
D 178 18
D 127 143
D 181 189
D 192 106
D 51 3
D 192 51
D 175 82
D 51 95
D 166 26
D 174 82
D 156 46
D 30 95
D 185 180
D 186 105
D 54 65
D 80 160
D 198 145
D 148 185
D 117 26
D 170 46
D 132 49
D 118 117
D 130 162
D 70 79
D 96 104
D 35 29
D 122 173
D 198 76
D 195 18
D 27 37
D 37 160
D 168 174
D 90 29
D 44 41
D 137 80
D 108 151
D 43 90
D 164 8
D 106 94
D 6 31
D 126 148
D 147 71
D 97 119
D 89 124
D 194 48
D 116 119
D 65 146
D 164 8
D 6 176
D 126 26
D 44 56
D 173 66
D 36 138
D 116 130
D 65 123
D 75 63
D 155 123
D 126 28
D 50 120
D 70 65
D 172 11
D 43 194
D 199 8
D 3 1
D 69 42
D 63 2
D 119 131
D 154 164
D 94 85
D 116 31
D 133 57
D 165 78
D 162 8
D 190 71
D 150 160
D 131 9
D 89 38
D 99 163
D 12 74
D 196 46
D 3 164
D 66 146
D 28 142
D 80 133
D 158 128
D 9 159
D 90 189
D 141 193
D 99 107
D 198 84
D 79 70
D 40 114
D 112 27
D 59 29
D 98 113
D 105 142
D 129 190
D 134 93
D 107 19
D 51 174
D 24 159
D 170 55
D 84 125
D 22 108
D 135 15
D 106 190
D 123 156
D 63 104
D 104 157
D 95 10
D 188 193
D 67 47
D 109 19
D 15 0
D 35 139
D 69 155
D 146 73
D 192 75
D 164 118
D 34 185
D 78 32
D 127 117
D 88 158
D 68 59
D 64 30
D 140 71
D 24 105
D 163 140
D 141 191
D 73 50
D 8 10
D 110 50
D 72 109
D 190 173
D 94 100
D 176 87
D 174 192
D 138 90
D 112 100
D 178 143
D 69 42
D 133 97
D 39 43
D 104 17
D 111 156
D 61 8
D 181 66
D 44 56
D 92 38
D 48 191
D 167 76
D 9 96
D 192 141
D 83 139
D 100 58
D 195 92
D 13 67
D 122 61
D 132 5
D 115 63
D 137 179
D 68 66
D 47 197
D 34 146
D 28 187
D 90 2
D 44 25
D 149 185
D 78 72
D 172 176
D 156 66
D 191 134
D 185 34
D 4 69
D 47 31
D 158 129
D 134 95
D 102 173
D 95 94
D 54 60
D 4 108
D 105 96
D 92 59
D 16 111
D 38 91
D 55 52
D 118 184
D 34 146
D 33 1
D 57 60
D 117 157
D 99 64
D 69 42
D 169 30
D 82 185
D 10 26
D 23 113
D 24 142
D 163 55
D 18 5
D 128 115
D 112 19
D 193 5
D 169 27
D 16 111
D 157 185
D 0 26
D 170 55
D 88 97
D 181 88
D 129 193
D 32 91
D 46 72
D 23 116
D 164 189
D 124 43
D 135 138
D 61 159
D 20 40
D 184 191
D 69 94
D 36 95
D 110 194
D 126 121
D 120 163
D 121 156
D 144 29
D 173 136
D 101 37
D 122 195
D 165 141
D 28 93
D 67 134
D 149 185
D 79 51
D 34 2
D 185 157
D 151 3
D 50 190
D 99 73
D 57 102
D 146 174
D 137 45
D 14 105
D 32 179
D 68 93
D 56 115
D 31 73
D 3 1
D 133 197
D 182 46
D 48 20
D 115 46
D 23 106
D 171 176
D 110 194
D 6 89
D 31 86
D 153 76
D 45 18
D 153 150
D 53 119
D 17 140
D 63 115
D 172 7
D 162 50
D 78 9
D 194 153
D 170 122
D 185 102
D 85 147
D 22 168
D 22 160
D 112 174
D 163 128
D 124 131
D 48 134
D 104 146
D 41 124
D 65 143
D 44 73
D 120 14
D 68 138
D 46 16
D 31 127
D 89 180
D 67 71
D 16 48
D 151 163
D 36 31
D 16 184
D 25 83
D 21 18
D 114 70
D 100 58
D 34 102
D 71 87
D 75 197
D 31 94
D 66 14
D 114 161
D 145 197
D 136 196
D 173 66
D 69 112
D 105 32
D 7 12
D 28 2
D 89 45
D 170 155
D 53 26
D 34 143
D 127 30
D 128 3
D 93 83
D 37 160
D 85 78
D 77 186
D 142 85
D 139 131
D 102 108
D 52 130
D 39 78
D 139 182
D 141 63
D 38 155
D 88 197
D 190 92
D 68 35
D 47 151
D 68 58
D 129 125
D 122 156
D 33 115
D 88 75
D 57 100
D 41 63
D 34 84
D 183 109
D 176 59
D 20 45
D 28 17
D 67 71
D 9 194
D 147 14
D 180 162
D 199 8
D 161 36
D 65 32
D 98 154
D 198 62
D 42 48
D 68 138
D 124 46
D 83 53
D 141 29
D 156 192
D 69 192
D 104 47
D 96 23
D 80 106
D 72 152
D 106 33
D 118 185
D 191 181
D 100 58
D 132 13
D 104 126
D 134 101
D 59 37
D 81 107
D 102 164
D 196 174
D 49 59
D 120 38
D 4 83
D 13 2
D 185 79
D 39 101
D 43 5
D 155 10
D 118 23
D 127 19
D 144 101
D 118 184
D 27 1
D 0 20
D 145 36
D 50 42
D 154 89
D 93 139
D 16 122
D 46 132
D 37 43
D 109 34
D 39 101
D 71 40
D 197 26
D 155 196
D 78 113
D 77 28
D 169 145
D 73 13
D 156 192
D 134 14
D 29 121
D 4 44
D 111 151
D 3 45
D 60 50
D 107 128
D 9 75
D 166 89
D 23 118
D 104 123
D 61 25
D 101 144
D 17 90
D 150 15
D 124 64
D 71 30
D 197 28
D 56 17
D 14 134
D 120 12
D 177 88
D 20 27
D 189 117
D 90 30
D 117 126
D 146 24
D 37 139
D 109 97
D 0 15
D 176 196
D 182 56
D 106 23
D 104 18
D 137 178
D 13 2
D 161 158
D 8 160
D 108 73
D 172 2
D 123 142
D 5 0
D 36 37
D 87 52
D 56 89
D 114 21
D 107 165
D 98 50
D 141 142
D 60 191
D 66 19
D 185 183
D 112 170
D 33 194
D 131 119
D 89 128
D 199 196
D 183 197
D 192 106
D 184 191
D 131 76
D 115 80
D 26 32
D 27 151
D 143 24
D 63 97
D 109 55
B 1000
D 139 135
D 188 144
D 104 120
D 48 76
D 62 42
D 174 69
D 50 172
D 32 19
D 115 153
D 72 122
D 23 191
D 84 150
D 74 81
D 164 123
D 82 72
D 138 97
D 48 12
D 17 128
D 111 126
D 110 36
D 52 152
D 178 103
D 9 179
D 177 79
D 186 38
D 52 113
D 151 45
D 21 104
D 134 46
D 143 157
D 186 105
D 44 161
D 76 10
D 131 108
D 68 118
D 18 9
D 7 126
D 9 12
D 50 110
D 140 102
D 73 13
D 73 155
D 43 52
D 118 101
D 10 73
D 44 10
D 104 17
D 140 161
D 185 148
D 25 55
D 136 169
D 58 71
D 67 36
D 128 157
D 103 67
D 110 149
D 169 136
D 156 53
D 66 54
D 15 33
D 35 26
D 30 13
D 147 98
D 150 24
D 126 120
D 139 144
D 3 120
D 183 65
D 15 115
D 100 56
D 39 125
D 46 69
D 184 11
D 25 144
D 13 8
D 54 69
D 171 75
D 86 90
D 134 52
D 81 51
D 128 158
D 112 49
D 95 134
D 151 17
D 93 84
D 26 94
D 199 58
D 172 135
D 56 20
D 98 113
D 82 9
D 72 82
D 26 164
D 32 55
D 69 192
D 122 16
D 70 114
D 3 92
D 159 127
D 143 127
D 53 119
D 98 95
D 162 146
D 188 175
D 113 46
D 174 168
D 19 199
D 7 12
D 20 56
D 99 38
D 119 115
D 129 137
D 1 50
D 33 158
D 0 21
D 10 70
D 104 155
D 136 173
D 38 95
D 83 176
D 119 100
D 26 160
D 18 151
D 100 116
D 76 162
D 138 97
D 104 151
D 5 31
D 85 188
D 117 197
D 23 98
D 23 145
D 194 85
D 47 115
D 87 159
D 71 30
D 79 167
D 4 108
D 149 130
D 128 133
D 38 80
D 26 114
D 76 154
D 65 54
D 117 73
D 121 36
D 177 157
D 191 58
D 182 133
D 116 53
D 101 22
D 33 66
D 63 26
D 52 43
D 133 40
D 5 162
D 174 26
D 195 101
D 41 190
D 110 31
D 65 11
D 161 109
D 109 35
D 66 181
D 66 26
D 58 149
D 119 100
D 97 83
D 3 186
D 31 52
D 80 187
D 48 116
D 11 14
D 135 196
D 22 46
D 5 133
D 66 37
D 102 88
D 189 154
D 166 61
D 29 71
D 186 65
D 163 64
D 116 48
D 27 1
D 26 114
D 80 102
D 144 38
D 38 43
D 128 3
D 103 175
D 153 4
D 61 190
D 166 171
D 173 42
D 98 23
D 72 100
D 76 26
D 199 28
D 13 30
D 9 153
D 182 177
D 192 174
D 154 117
D 194 136
D 148 172
D 168 115
D 126 56
D 53 83
D 2 29
D 60 173
D 158 59
D 120 40
D 55 32
D 76 14
D 12 63
D 151 108
D 43 29
D 114 139
D 57 21
D 17 122
D 46 139
D 14 134
D 18 9
D 78 195
D 59 81
D 148 164
D 113 78
D 47 137
D 40 115
D 199 19
D 80 13
D 185 82
D 70 124
D 44 4
D 68 36
D 190 61
D 166 180
D 197 159
D 25 132
D 164 64
D 88 41
D 99 15
D 192 143
D 155 129
D 155 129
D 197 102
D 20 58
D 103 140
D 163 79
D 21 198
D 139 20
D 109 4
D 103 27
D 175 67
D 140 123
D 95 139
D 100 102
D 116 18
D 153 194
D 18 143
D 35 122
D 148 174
D 175 159
D 82 7
D 17 28
D 113 91
D 197 111
D 59 148
D 38 60
D 11 92
D 19 127
D 16 184
D 75 44
D 31 61
D 193 100
D 188 173
D 193 146
D 4 0
D 102 100
D 167 46
D 1 33
D 166 171
D 118 91
D 38 43
D 64 124
D 132 68
D 21 109
D 94 111
D 187 96
D 22 137
D 118 82
D 117 6
D 144 125
D 78 72
D 24 167
D 106 154
D 0 23
D 31 1
D 84 26
D 168 135
D 68 52
D 133 106
D 152 96
D 114 21
D 116 34
D 161 114
D 139 50
D 174 55
D 197 49
D 87 106
D 120 141
D 144 129
D 130 182
D 121 102
D 40 21
D 47 30
D 41 1
D 48 149
D 78 193
D 64 188
D 195 138
D 66 181
D 84 129
D 21 84
D 147 189
D 153 166
D 129 104
D 124 143
D 120 152
