B 10
D 1159 1155
B 10
D 254 269
D 235 229
D 1304 1312
D 513 521
D 889 875
D 88 81
D 871 864
D 158 169
D 569 573
D 775 785
B 10
D 975 988
D 357 370
D 616 603
D 289 294
D 1154 1155
D 972 966
D 1082 1088
D 767 753
D 77 89
D 1283 1275
B 10
D 80 76
D 934 932
D 660 656
D 382 399
D 33 26
D 939 937
D 2 5
D 1433 1425
D 218 203
D 1131 1145
B 10
D 923 917
D 216 213
D 1265 1262
D 1380 1388
D 403 420
D 1291 1281
D 1300 1301
D 662 669
D 221 202
D 517 510
B 10
D 851 871
D 1267 1272
D 504 505
D 421 401
D 1170 1161
D 1107 1118
D 500 509
D 587 593
D 251 255
D 99 96
B 10
D 326 341
D 259 255
D 390 376
D 1308 1324
D 1019 1004
D 823 814
D 474 470
D 229 240
D 1346 1335
D 156 166
B 10
D 246 718
D 1373 1371
D 593 579
D 1041 1040
D 316 312
D 1425 1441
D 691 682
D 875 885
D 639 644
D 457 459
B 10
D 1202 1204
D 809 820
D 955 950
D 412 409
D 714 705
D 741 882
D 309 304
D 567 564
D 207 203
D 327 330
B 10
D 1357 1368
D 357 360
D 29 42
D 41 46
D 213 1070
D 1295 1277
D 1218 1224
D 245 239
D 437 428
D 1106 1120
B 10
D 696 680
D 691 690
D 662 655
D 1099 1095
D 918 903
D 616 615
D 898 883
D 136 125
D 414 410
D 65 68
B 10
D 574 562
D 33 43
D 46 48
D 1274 1268
D 471 453
D 517 503
D 35 45
D 286 299
D 934 927
D 152 159
B 10
D 588 579
D 316 301
D 107 122
D 129 144
D 1129 1144
D 920 901
D 909 906
D 1062 1073
D 1168 1151
D 729 746
B 10
D 238 225
D 1139 1126
D 300 306
D 1297 1299
D 678 695
D 153 168
D 353 369
D 1357 1358
D 856 864
D 606 619
B 10
D 274 254
D 1493 1487
D 1021 1016
D 1165 1151
D 819 822
D 1482 1477
D 879 886
D 893 896
D 193 182
D 228 245
B 10
D 564 570
D 280 281
D 77 83
D 71 51
D 129 137
D 904 908
D 56 60
D 1099 1080
D 1081 1087
D 93 87
B 10
D 1480 1498
D 352 356
D 1258 1266
D 1320 1315
D 1247 1233
D 440 427
D 1463 1465
D 1303 1300
D 1309 1301
D 1169 1155
B 10
D 865 869
D 904 923
D 1218 1216
D 1104 1110
D 404 412
D 231 234
D 265 252
D 960 958
D 933 944
D 974 962
B 10
D 664 657
D 1212 1205
D 44 48
D 1382 1392
D 405 408
D 1347 1328
D 275 277
D 1261 1259
D 1167 1172
D 1052 1058
B 10
D 147 136
D 126 140
D 378 387
D 595 588
D 263 262
D 1421 1417
D 993 992
D 1135 1130
D 1483 1488
D 1422 1420
B 10
D 1248 370
D 491 482
D 460 450
D 235 234
D 90 80
D 1436 1426
D 239 240
D 1335 1328
D 817 815
D 831 840
