B 10
I 441 564
I 1216 280
I 523 77
B 10
I 777 71
I 1081 129
I 818 904
I 339 56
I 867 1099
I 1281 1081
I 118 93
I 1044 1480
I 806 352
I 105 1258
B 10
I 516 1320
I 1462 1247
I 607 440
I 1037 1463
I 646 1303
I 984 1309
I 512 1169
I 1227 865
I 547 904
I 1452 1218
B 10
I 979 1104
I 1436 404
I 1123 231
I 795 265
I 560 960
I 149 933
I 186 974
I 65 664
I 241 1212
I 1206 44
B 10
I 472 1382
I 587 405
I 985 1347
I 941 275
I 365 1261
I 1220 1167
I 124 1052
I 222 147
I 467 126
I 303 378
B 10
I 251 595
I 104 263
I 491 1421
I 622 993
I 88 1135
I 505 1483
I 1439 210
I 264 544
I 168 443
I 1200 894
B 10
I 199 41
I 615 1023
I 550 304
I 1347 269
I 22 998
I 976 709
I 1315 931
I 836 377
I 555 1210
I 898 704
