B 100
D 187 4
D 20 94
D 29 45
D 88 153
D 182 133
D 179 8
D 154 47
D 118 170
D 146 9
D 42 194
D 58 129
D 35 75
D 87 127
D 135 125
D 195 58
D 112 19
D 121 29
D 180 138
D 130 101
D 162 16
D 51 69
D 164 25
D 61 119
D 186 38
D 156 45
D 118 71
D 172 15
D 167 76
D 27 12
D 1 8
D 164 148
D 26 160
D 19 107
D 154 62
D 153 2
D 74 86
D 61 184
D 42 81
D 62 179
D 164 36
D 109 94
D 52 17
D 15 146
D 183 111
B 100
D 127 53
D 77 184
D 171 21
D 63 97
D 195 26
D 168 77
D 112 65
D 156 122
D 48 46
D 36 138
D 72 58
D 190 125
D 148 38
D 176 192
D 68 23
D 91 146
D 42 36
D 128 3
D 179 135
D 57 173
D 84 40
D 79 185
D 189 40
D 43 122
D 42 154
D 5 0
D 89 103
D 194 76
D 66 169
D 32 19
D 110 145
D 167 62
D 192 51
D 13 52
D 162 38
D 94 110
D 139 117
D 144 31
D 31 53
D 94 69
D 87 184
D 13 112
D 135 46
D 196 185
D 115 145
D 166 171
D 23 121
D 77 28
D 14 35
D 172 186
D 98 35
D 171 48
D 160 55
D 21 73
D 94 31
D 95 131
D 131 110
D 42 173
D 59 81
D 62 198
D 55 11
D 141 63
D 146 15
D 23 12
D 196 142
D 109 64
D 185 3
D 166 197
D 137 112
D 185 93
D 144 139
D 77 184
D 73 130
D 122 157
D 25 37
D 45 137
D 130 68
D 122 162
D 91 5
D 29 144
D 24 17
D 190 13
D 149 110
D 192 162
D 107 70
D 99 26
D 7 185
D 150 28
D 82 5
D 32 111
D 34 52
D 34 20
D 151 46
D 15 106
D 2 166
D 33 184
D 178 160
D 2 29
D 73 10
D 35 109
B 100
D 187 4
D 66 100
D 26 100
D 172 13
D 169 106
D 173 102
D 34 146
D 170 155
D 141 79
D 176 30
D 146 100
D 130 71
D 185 48
D 186 172
D 156 137
D 11 64
D 168 132
D 156 111
D 169 157
D 162 180
D 189 103
D 120 38
D 42 148
D 136 145
D 99 62
D 199 18
D 176 33
D 163 76
D 78 85
D 110 27
D 12 150
D 115 146
D 107 22
D 151 104
D 138 197
D 57 11
D 50 147
D 112 69
D 114 116
D 23 121
D 175 188
D 7 185
D 4 127
D 178 61
D 16 111
D 29 127
D 44 1
D 128 187
D 173 84
D 161 124
D 7 0
D 51 183
D 188 65
D 18 124
D 116 113
D 166 98
D 183 168
D 158 90
D 119 115
D 16 58
D 189 134
D 85 145
D 76 153
D 20 187
D 61 122
D 178 142
D 109 177
D 119 24
D 89 74
D 104 63
D 30 127
D 162 22
D 39 170
D 147 85
D 187 20
D 107 133
D 157 144
D 101 134
D 99 92
D 123 124
D 31 176
D 110 194
D 144 31
D 77 56
D 19 123
D 40 56
D 160 18
D 76 86
D 64 188
D 43 122
D 17 140
D 199 122
D 3 170
D 66 169
D 72 24
D 118 29
D 50 60
D 20 155
D 92 190
D 121 84
B 100
D 110 91
D 189 145
D 91 162
D 159 52
D 118 185
D 151 34
D 30 35
D 106 90
D 128 5
D 33 193
D 9 90
D 7 31
D 177 182
D 148 169
D 133 194
D 104 64
D 47 71
D 189 192
D 22 119
D 101 153
D 191 82
D 156 96
D 180 77
D 64 106
D 168 61
D 174 26
D 44 12
D 19 0
D 87 153
D 180 123
D 109 135
D 153 105
D 41 1
D 144 101
D 151 66
D 32 162
D 5 17
D 127 123
D 42 81
D 67 177
D 113 11
D 139 117
D 5 197
D 56 84
D 161 140
D 24 150
D 98 7
D 88 17
D 35 29
D 95 51
D 98 7
D 108 41
D 23 29
D 160 21
D 2 73
D 175 143
D 137 157
D 122 127
D 155 19
D 84 26
D 74 91
D 124 172
D 188 173
D 74 32
D 107 164
D 131 174
D 127 175
D 86 61
D 22 76
D 122 195
D 74 79
D 5 0
D 66 151
D 167 181
D 144 29
D 88 102
D 183 161
D 185 103
D 187 36
D 173 42
D 169 111
D 156 22
D 66 19
D 182 105
D 1 3
D 146 15
D 157 151
D 121 3
D 126 147
D 49 151
D 193 50
D 91 110
D 122 196
D 167 22
D 64 163
D 107 186
D 28 0
D 192 162
D 139 95
D 51 95
B 100
D 41 163
D 12 123
D 101 144
D 82 162
D 16 187
D 74 89
D 189 103
D 159 9
D 142 3
D 94 69
D 199 18
D 96 105
D 16 46
D 185 79
D 155 129
D 157 156
D 87 147
D 196 176
D 177 138
D 180 167
D 142 164
D 138 78
D 72 134
D 60 38
D 34 117
D 91 101
D 74 92
D 187 28
D 139 42
D 191 158
D 106 133
D 70 139
D 190 61
D 102 57
D 178 20
D 4 11
D 21 82
D 148 21
D 187 90
D 151 107
D 97 23
D 131 161
D 142 190
D 63 86
D 28 111
D 41 97
D 122 127
D 51 148
D 168 40
D 110 167
D 112 100
D 15 172
D 56 115
D 143 100
D 27 3
D 141 72
D 187 80
D 146 187
D 42 97
D 169 27
D 109 131
D 126 150
D 62 45
D 22 170
D 120 50
D 140 8
D 189 45
D 11 0
D 63 195
D 79 74
D 126 28
D 106 33
D 85 38
D 154 24
D 26 19
D 134 48
D 140 8
D 84 45
D 184 122
D 120 43
D 49 119
D 135 15
D 184 23
D 169 165
D 132 187
D 72 109
D 106 181
D 83 56
D 148 91
D 56 88
D 38 195
D 94 102
D 171 115
D 27 169
D 83 161
D 77 74
D 66 169
D 26 173
D 16 48
D 32 159
B 100
D 70 79
D 123 119
D 68 23
D 97 11
D 149 29
D 193 76
D 47 137
D 28 16
D 19 88
D 106 181
D 68 36
D 53 83
D 105 170
D 42 139
D 102 173
D 64 159
D 12 157
D 182 105
D 108 73
D 111 124
D 99 156
D 125 82
D 193 6
D 96 16
D 53 26
D 107 23
D 85 120
D 35 106
D 127 69
D 127 30
D 97 140
D 178 47
D 49 66
D 11 55
D 6 158
D 51 3
D 148 47
D 4 70
D 113 120
D 184 11
D 22 190
D 44 75
D 184 107
D 168 132
D 135 172
D 179 13
D 72 28
D 61 178
D 71 87
D 169 185
D 108 71
D 29 121
D 7 37
D 141 193
D 18 5
D 34 1
D 73 135
D 15 111
D 196 148
D 152 12
D 197 98
D 0 14
D 170 34
D 143 96
D 64 156
D 124 89
D 41 133
D 177 30
D 61 42
D 32 168
D 158 90
D 192 109
D 157 177
D 33 164
D 112 88
D 59 26
D 164 68
D 49 151
D 26 84
D 148 46
D 99 78
D 153 194
D 88 125
D 185 102
D 12 191
D 105 151
D 6 23
D 11 102
D 168 188
D 70 23
D 141 72
D 105 48
D 135 37
D 68 51
D 111 79
D 82 51
D 181 65
D 31 76
D 94 37
D 95 75
B 100
D 43 46
D 88 79
D 127 143
D 189 172
D 96 120
D 7 185
D 64 109
D 98 33
D 61 162
D 5 132
D 149 97
D 78 110
D 133 126
D 44 4
D 136 131
D 60 38
D 137 129
D 95 131
D 133 194
D 102 156
D 113 60
D 115 47
D 88 181
D 60 38
D 141 192
D 34 1
D 54 65
D 56 4
D 143 98
D 12 123
D 47 108
D 160 136
D 153 2
D 120 29
D 102 156
D 104 44
D 178 142
D 31 55
D 5 41
D 153 135
D 76 193
D 34 105
D 189 119
D 61 166
D 140 29
D 136 148
D 120 14
D 171 81
D 84 21
D 108 94
D 29 143
D 10 40
D 144 100
D 164 198
D 74 38
D 75 76
D 16 162
D 64 57
D 182 139
D 48 149
D 33 133
D 76 168
D 30 89
D 195 43
D 28 92
D 116 18
D 158 139
D 0 5
D 23 107
D 163 186
D 170 155
D 179 146
D 141 164
D 61 165
D 53 146
D 12 4
D 12 191
D 91 162
D 157 126
D 52 34
D 64 159
D 5 13
D 60 50
D 37 83
D 142 30
D 176 107
D 56 32
D 139 120
D 46 165
D 179 13
D 197 145
D 71 40
D 18 178
D 176 146
D 55 31
D 45 3
D 146 66
D 160 135
D 145 136
D 137 96
B 100
D 14 93
D 60 191
D 30 62
D 145 37
D 111 28
D 169 112
D 31 127
D 24 143
D 165 2
D 138 68
D 86 96
D 22 107
D 185 3
D 123 146
D 71 76
D 20 128
D 8 183
D 136 109
D 199 196
D 17 90
D 34 109
D 62 30
D 170 21
D 90 43
D 94 112
D 112 13
D 38 127
D 26 173
D 41 74
D 194 121
D 82 7
D 22 45
D 118 104
D 111 124
D 152 96
D 42 24
D 199 18
D 159 79
D 168 106
D 29 19
D 71 127
D 8 13
D 111 94
D 194 34
D 95 120
D 53 127
D 147 14
D 187 45
D 14 105
D 73 21
D 2 172
D 166 67
D 153 2
D 43 194
D 149 79
D 131 89
D 50 20
D 62 15
D 8 72
D 109 72
D 185 169
D 160 195
D 72 117
D 64 106
D 13 85
D 135 133
D 123 104
D 15 27
D 186 48
D 173 102
D 29 144
D 92 190
D 83 87
D 10 40
D 99 11
D 65 105
D 155 64
D 186 46
D 13 179
D 82 7
D 182 132
D 50 173
D 120 40
D 115 128
D 192 162
D 170 34
D 128 85
D 127 30
D 80 119
D 131 124
D 123 163
D 156 109
D 1 47
D 76 176
D 185 33
D 69 108
D 161 131
D 5 191
D 198 175
D 80 177
B 100
D 123 61
D 115 169
D 164 170
D 139 154
D 142 36
D 180 192
D 28 17
D 91 154
D 54 55
D 133 106
D 183 168
D 183 196
D 152 41
D 73 21
D 147 98
D 192 143
D 117 157
D 47 40
D 93 124
D 34 185
D 18 5
D 192 174
D 121 73
D 164 123
D 146 101
D 96 136
D 155 10
D 158 129
D 191 181
D 65 71
D 52 87
D 33 19
D 127 19
D 192 75
D 122 80
D 42 62
D 178 132
D 22 190
D 148 73
D 191 9
D 64 11
D 194 153
D 73 122
D 133 71
D 185 79
D 146 73
D 188 32
D 59 157
D 89 186
D 27 6
D 48 17
D 79 199
D 148 40
D 157 2
D 83 128
D 136 8
D 58 35
D 136 69
D 148 108
D 109 150
D 100 86
D 188 57
D 190 160
D 91 30
D 143 29
D 115 63
D 168 64
D 28 72
D 91 5
D 80 122
D 46 113
D 0 1
D 13 112
D 195 89
D 85 78
D 26 117
D 36 121
D 66 39
D 7 116
D 132 106
D 63 104
D 51 71
D 178 154
D 137 109
D 152 50
D 130 107
D 58 27
D 48 17
D 19 180
D 153 35
D 98 113
D 133 97
D 7 156
D 118 99
D 65 181
D 7 174
D 48 191
D 153 52
D 123 113
D 187 96
B 100
D 173 5
D 185 82
D 128 47
D 181 2
D 80 102
D 179 8
D 37 43
D 44 56
D 49 41
D 32 179
D 82 74
D 6 116
D 108 185
D 32 192
D 11 140
D 4 52
D 169 34
D 13 172
D 100 80
D 103 67
D 172 5
D 198 75
D 86 165
D 101 134
D 175 146
D 106 130
D 57 173
D 141 189
D 149 170
D 85 90
D 18 180
D 2 85
D 102 100
D 112 191
D 22 119
D 73 187
D 33 29
D 146 29
D 129 104
D 14 35
D 94 95
D 131 76
D 197 26
D 86 122
D 112 94
D 84 40
D 75 34
D 120 114
D 133 33
D 194 43
D 82 144
D 40 120
D 53 1
D 25 88
D 96 156
D 96 148
D 195 75
D 110 79
D 119 152
D 1 46
D 0 17
D 14 12
D 115 146
D 137 112
D 73 108
D 59 29
D 36 82
D 110 145
D 187 50
D 73 31
D 103 67
D 93 90
D 69 192
D 81 171
D 137 126
D 25 164
D 113 91
D 169 112
D 18 116
D 127 84
D 10 44
D 73 54
D 140 161
D 16 46
D 159 9
D 130 68
D 2 73
D 3 0
D 153 2
D 81 129
D 0 21
D 71 166
D 38 42
D 194 34
D 160 188
D 3 133
D 66 88
D 151 148
D 18 10
D 176 76
B 100
D 184 2
D 157 104
D 42 14
D 171 56
D 17 5
D 70 193
D 106 35
D 84 151
D 152 171
D 96 16
D 47 186
D 128 133
D 127 107
D 143 124
D 106 90
D 91 64
D 64 57
D 23 126
D 163 197
D 139 95
D 48 23
D 98 86
D 43 37
D 53 146
D 42 61
D 172 138
D 80 102
D 3 8
D 50 194
D 65 105
D 122 198
D 193 141
D 197 60
D 27 58
D 123 17
D 193 33
D 45 187
D 163 106
D 72 144
D 38 186
D 154 26
D 85 13
D 52 9
D 15 27
D 90 74
D 153 17
D 157 169
D 126 111
D 117 62
D 86 61
D 83 56
D 27 20
D 174 112
D 65 181
D 181 116
D 193 161
D 15 16
D 146 104
D 33 185
D 189 147
D 174 69
D 151 47
D 11 196
D 85 13
D 37 27
D 48 105
D 0 9
D 154 47
D 123 180
D 108 157
D 144 72
D 165 161
D 25 34
D 94 16
D 188 144
D 87 108
D 43 154
D 126 103
D 73 84
D 120 3
D 86 80
D 61 159
D 117 30
D 192 176
D 57 80
D 187 193
D 35 171
D 70 198
D 39 103
D 52 196
D 15 150
D 153 9
D 98 166
D 8 26
D 94 95
D 5 173
D 73 10
D 64 14
D 89 102
D 74 76
B 100
D 24 51
D 13 154
D 50 42
D 117 6
D 24 70
D 22 10
D 92 48
D 117 26
D 63 56
D 138 9
D 149 97
D 192 174
D 163 84
D 182 57
D 118 150
D 165 186
D 46 182
D 20 3
D 19 63
D 39 176
D 56 84
D 171 56
D 10 126
D 9 146
D 127 24
D 117 193
D 12 100
D 143 132
D 164 187
D 54 9
D 121 162
D 139 160
D 38 155
D 148 42
D 3 187
D 187 73
D 106 80
D 132 178
D 53 78
D 153 176
D 150 109
D 16 28
D 15 33
D 109 3
D 44 155
D 147 197
D 174 30
D 121 193
D 150 154
D 28 162
D 80 177
D 112 19
D 75 68
D 72 68
D 194 153
D 191 172
D 74 9
D 195 110
D 38 32
D 118 3
D 191 172
D 70 189
D 154 47
D 61 162
D 108 30
D 151 166
D 92 48
D 177 119
D 19 88
D 169 115
D 142 111
D 49 124
D 141 142
D 95 75
D 159 25
D 96 104
D 60 54
D 163 175
D 81 44
D 186 38
D 24 105
D 70 4
D 73 146
D 97 52
D 43 29
D 174 196
D 175 127
D 98 12
D 109 26
D 12 179
D 14 64
D 98 95
D 63 56
D 26 53
D 23 76
D 31 15
D 186 77
D 109 97
D 14 144
D 141 3
B 100
D 156 157
D 42 84
D 166 120
D 117 168
D 5 43
D 83 128
D 62 98
D 43 6
D 82 85
D 110 145
D 57 31
D 148 96
D 58 191
D 133 197
D 196 4
D 20 56
D 165 89
D 175 67
D 146 41
D 44 161
D 145 19
D 68 4
D 17 144
D 146 124
D 18 76
D 176 33
D 117 168
D 19 32
D 185 42
D 113 11
D 37 7
D 166 148
D 88 166
D 66 191
D 70 130
D 97 63
D 38 91
D 117 154
D 198 21
D 145 27
D 121 23
D 2 27
D 54 57
D 160 22
D 195 122
D 114 83
D 123 155
D 168 61
D 110 103
D 100 50
D 0 21
D 138 147
D 7 132
D 132 111
D 111 7
D 63 177
D 36 114
D 20 38
D 109 50
D 122 86
D 120 43
D 85 96
D 50 132
D 127 55
D 176 30
D 9 197
D 13 172
D 120 38
D 45 54
D 1 43
D 104 123
D 118 159
D 73 117
D 91 66
D 179 193
D 158 157
D 109 157
D 18 199
D 13 5
D 129 125
D 131 21
D 184 2
D 140 103
D 19 199
D 74 76
D 92 16
D 17 68
D 86 133
D 39 102
D 25 159
D 157 191
D 88 87
D 66 191
D 184 71
D 184 83
D 13 192
D 188 65
D 178 18
D 21 162
D 186 163
B 100
D 121 77
D 88 17
D 47 67
D 10 62
D 107 94
D 38 74
D 107 114
D 65 183
D 54 57
D 36 138
D 16 92
D 106 40
D 144 14
D 63 104
D 56 171
D 27 168
D 39 4
D 163 106
D 199 23
D 198 125
D 193 70
D 6 68
D 54 70
D 12 74
D 196 135
D 125 52
D 64 29
D 60 54
D 94 85
D 18 5
D 132 7
D 131 99
D 83 87
D 162 51
D 190 148
D 121 3
D 179 135
D 64 54
D 189 154
D 115 55
D 91 56
D 167 180
D 54 58
D 193 86
D 108 21
D 143 29
D 114 101
D 6 197
D 129 75
D 166 197
D 97 88
D 110 199
D 16 15
D 117 95
D 163 76
D 4 85
D 153 62
D 187 193
D 133 80
D 119 115
D 105 89
D 36 126
D 97 82
D 176 30
D 26 166
D 90 85
D 153 78
D 8 179
D 9 156
D 18 125
D 68 163
D 119 22
D 89 97
D 169 59
D 199 122
D 84 121
D 130 116
D 142 182
D 49 75
D 12 120
D 103 94
D 50 43
D 55 67
D 151 49
D 125 84
D 187 193
D 115 20
D 63 2
D 96 9
D 172 11
D 4 46
D 163 57
D 138 27
D 172 154
D 56 115
D 40 114
D 117 168
D 62 3
D 13 80
D 43 38
B 100
D 135 95
D 64 163
D 128 3
D 137 178
D 148 91
D 163 19
D 17 90
D 127 123
D 24 167
D 113 21
D 147 50
D 17 5
D 31 138
D 97 149
D 116 6
D 159 107
D 77 83
D 24 154
D 187 80
D 77 154
D 154 13
D 161 36
D 195 24
D 45 56
D 101 58
D 152 150
D 77 131
D 14 35
D 60 160
D 81 58
D 54 25
D 3 62
D 175 82
D 140 162
D 145 136
D 115 36
D 128 136
D 196 129
D 86 183
D 2 124
D 49 197
D 54 69
D 192 142
D 172 51
D 107 151
D 186 104
D 16 28
D 194 11
D 85 141
D 122 72
D 72 19
D 137 80
D 197 28
D 101 157
D 98 53
D 69 103
D 136 96
D 94 108
D 95 127
D 31 57
D 102 34
D 198 70
D 179 13
D 35 171
D 167 143
D 1 53
D 178 34
D 89 189
D 164 8
D 31 176
D 151 157
D 89 11
D 148 174
D 80 133
D 183 172
D 123 22
D 193 19
D 190 71
D 76 10
D 80 122
D 187 11
D 47 67
D 15 172
D 130 159
D 107 176
D 120 31
D 50 100
D 72 54
D 134 191
D 138 195
D 15 99
D 161 140
D 132 25
D 82 7
D 186 107
D 198 164
D 187 149
D 198 62
D 92 167
D 198 70
B 100
D 112 192
D 150 160
D 80 29
D 72 125
D 13 190
D 8 170
D 67 13
D 4 44
D 44 194
D 198 21
D 107 156
D 57 152
D 4 19
D 159 150
D 54 61
D 79 110
D 107 158
D 141 192
D 192 109
D 154 16
D 145 110
D 81 196
D 77 26
D 95 38
D 106 90
D 106 192
D 54 30
D 89 109
D 184 149
D 152 84
D 24 70
D 9 185
D 174 6
D 81 171
D 19 155
D 150 153
D 66 19
D 116 78
D 108 148
D 68 75
D 60 114
D 34 102
D 95 28
D 119 100
D 100 35
D 96 56
D 123 142
D 0 11
D 156 121
D 41 94
D 61 165
D 153 38
D 40 168
D 117 78
D 174 112
D 67 71
D 148 29
D 80 167
D 145 197
D 115 47
D 21 0
D 147 98
D 75 171
D 137 95
D 176 31
D 191 108
D 161 124
D 70 124
D 82 189
D 188 76
D 128 51
D 155 158
D 90 32
D 99 102
D 157 160
D 65 54
D 18 180
D 140 123
D 195 187
D 9 146
D 48 104
D 111 28
D 22 76
D 166 162
D 157 111
D 139 155
D 1 42
D 42 62
D 88 112
D 198 145
D 1 8
D 10 76
D 151 168
D 21 104
D 98 154
D 124 14
D 91 66
D 178 132
D 39 124
D 15 62
B 100
D 162 80
D 84 45
D 18 21
D 134 67
D 31 86
D 108 24
D 88 158
D 46 82
D 140 102
D 42 98
D 51 192
D 2 153
D 50 173
D 151 17
D 127 164
D 2 92
D 191 134
D 191 9
D 117 26
D 96 170
D 175 31
D 117 57
D 180 192
D 74 80
D 52 142
D 75 152
D 96 115
D 178 161
D 163 68
D 43 106
D 15 135
D 141 142
D 174 26
D 99 102
D 192 162
D 34 131
D 101 39
D 144 101
D 169 165
D 84 156
D 112 171
D 158 12
D 198 112
D 185 92
D 114 152
D 98 166
D 33 176
D 104 118
D 110 91
D 159 130
D 179 62
D 85 90
D 182 46
D 169 109
D 25 61
D 71 178
D 70 114
D 58 46
D 114 49
D 101 37
D 142 3
D 64 14
D 120 104
D 82 147
D 114 70
D 164 118
D 13 6
D 89 195
D 139 138
D 80 119
D 91 81
D 38 1
D 78 39
D 161 45
D 112 13
D 102 185
D 100 163
D 26 109
D 118 29
D 98 113
D 3 187
D 145 169
D 130 101
D 198 175
D 159 79
D 84 198
D 20 78
D 139 35
D 129 58
D 60 150
D 3 120
D 160 178
D 73 117
D 35 98
D 0 7
D 47 165
D 58 8
D 148 46
D 113 23
D 143 42
B 100
D 157 101
D 35 171
D 181 4
D 7 24
D 69 54
D 78 24
D 101 22
D 180 40
D 71 190
D 70 94
D 166 88
D 151 88
D 157 126
D 184 79
D 59 28
D 183 133
D 101 145
D 8 189
D 113 23
D 187 36
D 198 12
D 193 187
D 150 59
D 82 168
D 137 98
D 125 129
D 133 128
D 85 89
D 25 48
D 83 198
D 167 62
D 54 69
D 156 9
D 168 98
D 41 147
D 101 37
D 140 132
D 158 180
D 126 56
D 82 81
D 104 181
D 57 198
D 70 65
D 107 133
D 156 137
D 159 2
D 44 86
D 18 194
D 173 102
D 31 187
D 192 13
D 20 42
D 51 183
D 148 124
D 162 87
D 170 132
D 101 91
D 195 24
D 91 118
D 76 148
D 86 30
D 73 122
D 57 21
D 33 1
D 141 125
D 56 126
D 38 60
D 63 86
D 109 72
D 188 32
D 187 128
D 164 8
D 49 114
D 157 34
D 5 91
D 168 115
D 80 86
D 67 39
D 160 68
D 186 38
D 166 31
D 144 101
D 103 108
D 57 188
D 60 38
D 134 106
D 183 109
D 64 198
D 75 95
D 71 133
D 180 163
D 45 15
D 141 79
D 65 186
D 10 150
D 104 48
D 185 169
D 169 146
D 151 46
D 87 187
B 100
D 37 130
D 192 13
D 114 120
D 111 124
D 49 147
D 97 11
D 62 8
D 187 4
D 85 90
D 102 114
D 25 199
D 29 59
D 33 42
D 157 7
D 183 185
D 192 189
D 27 79
D 161 131
D 21 171
D 178 4
D 26 35
D 73 156
D 36 164
D 47 128
D 46 82
D 109 169
D 178 132
D 35 14
D 119 84
D 194 108
D 28 3
D 146 91
D 120 12
D 62 95
D 30 119
D 62 162
D 93 194
D 165 66
D 89 30
D 30 64
D 85 194
D 72 27
D 72 119
D 183 175
D 105 142
D 65 54
D 100 153
D 91 125
D 150 10
D 130 41
D 182 162
D 56 171
D 18 124
D 158 30
D 132 123
D 195 165
D 137 66
D 58 136
D 97 83
D 115 36
D 76 162
D 40 188
D 59 80
D 108 79
D 17 128
D 121 75
D 130 76
D 156 173
D 109 70
D 60 4
D 152 189
D 13 192
D 193 6
D 170 46
D 152 72
D 98 23
D 133 173
D 27 125
D 181 104
D 176 30
D 185 42
D 152 96
D 5 180
D 80 102
D 174 3
D 15 0
D 61 119
D 112 19
D 21 82
D 127 164
D 162 192
D 191 124
D 192 112
D 103 27
D 20 45
D 99 62
D 100 94
D 193 6
D 59 54
D 172 191
B 100
D 193 189
D 185 82
D 104 151
D 4 62
D 133 135
D 93 157
D 127 179
D 118 159
D 1 44
D 152 189
D 44 154
D 86 159
D 101 114
D 43 180
D 59 3
D 133 197
